dim_name,dim_id,probe_type,layer,cosine,abs_cosine,r_squared
13_helpfulness,13,reading,6,-0.018302932381629944,0.018302932381629944,0.00033499733376651797
13_helpfulness,13,reading,7,-0.03002977930009365,0.03002977930009365,0.0009017876448123331
13_helpfulness,13,reading,8,-0.02708822302520275,0.02708822302520275,0.0007337718266631245
13_helpfulness,13,reading,9,-0.013716120272874832,0.013716120272874832,0.00018813195533996796
13_helpfulness,13,reading,10,-0.015466395765542984,0.015466395765542984,0.00023920939797640595
13_helpfulness,13,reading,11,-0.018684806302189827,0.018684806302189827,0.0003491219865503527
13_helpfulness,13,reading,12,-0.008967931382358074,0.008967931382358074,8.04237932786828e-05
13_helpfulness,13,reading,13,-0.01230485737323761,0.01230485737323761,0.00015140951497571997
13_helpfulness,13,reading,14,0.02881377935409546,0.02881377935409546,0.0008302338806664977
13_helpfulness,13,reading,15,0.007138691842556,0.007138691842556,5.0960921222975575e-05
13_helpfulness,13,reading,16,0.016491714864969254,0.016491714864969254,0.00027197665918744784
13_helpfulness,13,reading,17,0.02774311788380146,0.02774311788380146,0.0007696805899145044
13_helpfulness,13,reading,18,0.019483933225274086,0.019483933225274086,0.00037962365392693945
13_helpfulness,13,reading,19,-5.7801509683486074e-05,5.7801509683486074e-05,3.3410145216901344e-09
13_helpfulness,13,reading,20,0.018997635692358017,0.018997635692358017,0.00036091016189955527
13_helpfulness,13,reading,21,0.01970858871936798,0.01970858871936798,0.00038842846930919883
13_helpfulness,13,reading,22,0.00776966568082571,0.00776966568082571,6.036770479180085e-05
13_helpfulness,13,reading,23,0.0013571460731327534,0.0013571460731327534,1.8418454638196528e-06
13_helpfulness,13,reading,24,-0.0013721574796363711,0.0013721574796363711,1.8828161489220383e-06
13_helpfulness,13,reading,25,0.0003799952974077314,0.0003799952974077314,1.4439642605199025e-07
13_helpfulness,13,reading,26,0.007271294016391039,0.007271294016391039,5.2871716672804126e-05
13_helpfulness,13,reading,27,0.037338923662900925,0.037338923662900925,0.0013941952203039426
13_helpfulness,13,reading,28,0.017909880727529526,0.017909880727529526,0.00032076382767433353
13_helpfulness,13,reading,29,0.002819894580170512,0.002819894580170512,7.95180544327503e-06
13_helpfulness,13,reading,30,0.02055532857775688,0.02055532857775688,0.00042252153293954875
13_helpfulness,13,reading,31,0.021200042217969894,0.021200042217969894,0.0004494417900437059
13_helpfulness,13,reading,32,0.025426296517252922,0.025426296517252922,0.0006464965545832681
13_helpfulness,13,reading,33,0.03771509602665901,0.03771509602665901,0.0014224284683001104
13_helpfulness,13,reading,34,0.013292358256876469,0.013292358256876469,0.00017668678802915203
13_helpfulness,13,reading,35,0.008316530846059322,0.008316530846059322,6.916468531345619e-05
13_helpfulness,13,reading,36,0.025424133986234665,0.025424133986234665,0.0006463865889500126
13_helpfulness,13,reading,37,0.0073274471797049046,0.0073274471797049046,5.369148217136536e-05
13_helpfulness,13,reading,38,0.024517150595784187,0.024517150595784187,0.0006010906733363609
13_helpfulness,13,reading,39,0.009927886538207531,0.009927886538207531,9.856293111552231e-05
13_helpfulness,13,reading,40,0.012874257750809193,0.012874257750809193,0.00016574651263427057
13_helpfulness,13,control,6,0.05522948130965233,0.05522948130965233,0.003050295605733236
13_helpfulness,13,control,7,-0.02716364711523056,0.02716364711523056,0.0007378637246007735
13_helpfulness,13,control,8,0.007690787315368652,0.007690787315368652,5.914820953023536e-05
13_helpfulness,13,control,9,0.03637879341840744,0.03637879341840744,0.0013234166105791645
13_helpfulness,13,control,10,-0.005811689887195826,0.005811689887195826,3.377573934493423e-05
13_helpfulness,13,control,11,0.01621454954147339,0.01621454954147339,0.0002629116168328949
13_helpfulness,13,control,12,0.03931106626987457,0.03931106626987457,0.0015453599312744704
13_helpfulness,13,control,13,0.0215618796646595,0.0215618796646595,0.0004649146546732569
13_helpfulness,13,control,14,0.04292456805706024,0.04292456805706024,0.0018425185428851965
13_helpfulness,13,control,15,0.05721369758248329,0.05721369758248329,0.0032734071910598544
13_helpfulness,13,control,16,0.0330815427005291,0.0330815427005291,0.00109438846744693
13_helpfulness,13,control,17,0.028529930859804153,0.028529930859804153,0.0008139569548652054
13_helpfulness,13,control,18,0.03633668273687363,0.03633668273687363,0.0013203545123202098
13_helpfulness,13,control,19,0.026551485061645508,0.026551485061645508,0.0007049813589787846
13_helpfulness,13,control,20,0.005836848169565201,0.005836848169565201,3.4068796554556635e-05
13_helpfulness,13,control,21,0.020262427628040314,0.020262427628040314,0.0004105659733815714
13_helpfulness,13,control,22,0.029549717903137207,0.029549717903137207,0.0008731858281549876
13_helpfulness,13,control,23,-0.008761038072407246,0.008761038072407246,7.675578810616927e-05
13_helpfulness,13,control,24,-0.002778885653242469,0.002778885653242469,7.722205473796823e-06
13_helpfulness,13,control,25,0.006497285794466734,0.006497285794466734,4.221472269497922e-05
13_helpfulness,13,control,26,0.019416116178035736,0.019416116178035736,0.00037698556743898104
13_helpfulness,13,control,27,0.007765788119286299,0.007765788119286299,6.030746511364823e-05
13_helpfulness,13,control,28,0.00976536050438881,0.00976536050438881,9.536226578067686e-05
13_helpfulness,13,control,29,0.012234763242304325,0.012234763242304325,0.00014968943159524104
13_helpfulness,13,control,30,0.006880263332277536,0.006880263332277536,4.733802352148279e-05
13_helpfulness,13,control,31,0.019547326490283012,0.019547326490283012,0.00038209797291772
13_helpfulness,13,control,32,0.003054919885471463,0.003054919885471463,9.332535506648978e-06
13_helpfulness,13,control,33,0.0185458492487669,0.0185458492487669,0.00034394852435798776
13_helpfulness,13,control,34,-0.007728800177574158,0.007728800177574158,5.973435218487033e-05
13_helpfulness,13,control,35,0.019730113446712494,0.019730113446712494,0.00038927737662014517
13_helpfulness,13,control,36,-0.004519675858318806,0.004519675858318806,2.0427469864269833e-05
13_helpfulness,13,control,37,0.005858594086021185,0.005858594086021185,3.43231246647624e-05
13_helpfulness,13,control,38,-0.01646396517753601,0.01646396517753601,0.00027106214936711837
13_helpfulness,13,control,39,0.005926896817982197,0.005926896817982197,3.512810589100749e-05
13_helpfulness,13,control,40,-0.00420875521376729,0.00420875521376729,1.7713620449413348e-05
