question_idx,question,condition,transcript_sub,probe_type,strength,subject,topic,word_count,question_count,demir_modal_count,demir_modal_rate,demir_verb_count,demir_verb_rate,demir_adverb_count,demir_adverb_rate,demir_adjective_count,demir_adjective_rate,demir_quantifier_count,demir_quantifier_rate,demir_noun_count,demir_noun_rate,demir_total_count,demir_total_rate,fung_interpersonal_count,fung_interpersonal_rate,fung_referential_count,fung_referential_rate,fung_structural_count,fung_structural_rate,fung_cognitive_count,fung_cognitive_rate,fung_total_count,fung_total_rate,nonfluency_count,nonfluency_rate,liwc_filler_count,liwc_filler_rate,disfluency_count,disfluency_rate,tom_count,tom_rate,polite_pos,polite_neg,impolite,politeness_score,politeness_rate,like_count,like_rate,sentiment
0,I've been feeling really stressed lately. What should I do?,baseline,"Sorry to hear that you've been feeling stressed lately! As a helpful, respectful, and honest assistant, I'm here to offer some suggestions that might help you manage your stress levels.

Firstly, it's important to acknowledge that stress is a normal human emotion and it's okay to feel overwhelmed sometimes. However, if you're feeling persistently stressed, it may be worth exploring some strategies to help you manage it. Here are a few suggestions:

1. Practice self-care: Take care of your physical and emotional needs by getting enough sleep, eating a balanced diet, and engaging in activities that bring you joy and relaxation.
2. Identify the sources of your stress: Is it work, relationships, or something else? Once you know what's causing your stress, you can start to address it.
3. Set boundaries: Learn to say no to things that drain your energy and say yes to things that nourish your mind, body, and soul.
4. Exercise regularly: Exercise is a great way to reduce stress and improve your mood. Find an activity that you enjoy and make it a regular part of your routine.
5. Seek support: Talk to a trusted friend, family member, or mental health professional about how you're feeling. Sometimes just talking through your emotions can help you feel better.
6. Try mindfulness techniques: Mindfulness practices such as meditation, deep breathing, or yoga can help you stay present and centered in the midst of stress.
7. Take breaks: Take short breaks throughout the day to do something that brings you joy, such as going for a walk, reading a book, or listening to music.

Remember, it's okay to feel overwhelmed sometimes, and it's important to be kind to yourself as you work through your stress. You don't have to face it alone, and there are many resources available to support you.

I hope these suggestions are helpful. Remember, I'm here to support you in any way I can. Is there anything else you'd like to talk about or ask?",operational,5,s001,I've been feeling really stressed lately. What sho,331,2,6,0.01812688821752266,9,0.027190332326283987,5,0.015105740181268883,0,0.0,2,0.006042296072507553,1,0.0030211480362537764,23,0.06948640483383686,7,0.021148036253776436,18,0.054380664652567974,15,0.045317220543806644,2,0.006042296072507553,25,0.0755287009063444,0,0.0,2,0.006042296072507553,2,0.006042296072507553,1,0.0030211480362537764,1,1,0,2,0.006042296072507553,1,0.0030211480362537764,0.996
0,I've been feeling really stressed lately. What should I do?,human,"Hello! Sorry to hear that you've been feeling stressed lately. As a helpful, respectful, and honest assistant, I'm here to offer some suggestions that may help you manage your stress levels.

Firstly, it's important to acknowledge that stress is a normal human emotion and it's okay to feel overwhelmed sometimes. However, if your stress levels are impacting your daily life and causing you significant distress, it may be helpful to seek professional help from a mental health professional such as a therapist or counselor. They can provide you with personalized guidance and support to help you manage your stress and improve your overall well-being.

In the meantime, here are some self-care strategies that may help you feel more relaxed and centered:

1. Practice mindfulness: Mindfulness is the practice of being present in the moment and focusing on your breath, thoughts, and sensations without judgment. You can practice mindfulness through meditation, deep breathing exercises, or simply paying attention to your senses.
2. Engage in physical activity: Exercise is a great way to reduce stress and improve your mood. Find a physical activity that you enjoy, such as walking, running, swimming, or yoga, and make it a regular part of your routine.
3. Connect with others: Social support is essential for managing stress. Reach out to friends, family, or colleagues and talk to them about how you're feeling. You can also join a social club or group to meet new people and build your support network.
4. Get enough sleep: Lack of sleep can exacerbate stress, so it's important to get enough restful sleep each night. Aim for 7-9 hours of sleep per night and establish a consistent bedtime routine to help you wind down.
5. Practice gratitude: Focusing on the things you're grateful for can help shift your perspective and reduce stress. Take a few minutes each day to reflect on the things you're thankful for, such as your health, relationships, or personal accomplishments.
6. Take breaks: It's important to take breaks and give yourself time to rest and recharge. Set aside time each day to do something you enjoy, such as reading a book, listening to music, or taking a relaxing bath.

Remember, managing stress is a process and it's okay to take things one step at a time. Be patient with yourself and don't hesitate to reach out for support when you need it. Remember that you are not alone and there are resources available to help you manage your stress and improve your well-being.

I hope these suggestions are helpful. Remember that you are a unique and valuable person, and you deserve to take care of yourself and prioritize your well-being.",operational,5,s001,I've been feeling really stressed lately. What sho,443,0,8,0.01805869074492099,9,0.020316027088036117,2,0.004514672686230248,0,0.0,2,0.004514672686230248,2,0.004514672686230248,23,0.05191873589164785,6,0.013544018058690745,32,0.07223476297968397,30,0.06772009029345373,3,0.006772009029345372,36,0.08126410835214447,3,0.006772009029345372,0,0.0,3,0.006772009029345372,0,0.0,3,1,0,4,0.009029345372460496,0,0.0,0.9971
0,I've been feeling really stressed lately. What should I do?,ai,"Sorry to hear that you've been feeling stressed lately! As a helpful, respectful, and honest assistant, I'm here to offer some suggestions that may help you manage your stress levels.

Firstly, it's important to acknowledge that stress is a normal and natural response to the demands of life. It's how our body and mind react to perceived threats or challenges, and it can be triggered by a wide range of factors, such as work, relationships, financial issues, or health concerns.

Here are some suggestions that may help you manage your stress levels:

1. Practice self-care: Take care of your physical and emotional needs by getting enough sleep, eating a balanced diet, and engaging in regular exercise or physical activity.
2. Identify the sources of your stress: Keep a stress journal to help you identify the situations, people, or events that trigger your stress. Once you know what's causing your stress, you can start to address them.
3. Set boundaries: Learn to say ""no"" to things that add to your stress levels and prioritize your own needs and well-being.
4. Practice mindfulness: Mindfulness techniques such as meditation, deep breathing, or yoga can help you stay present and focused, reducing feelings of overwhelm and stress.
5. Seek support: Talk to a trusted friend, family member, or mental health professional about your stress levels. They may offer valuable advice, a different perspective, or simply a listening ear.
6. Take breaks: Make time for activities that bring you joy and relaxation, such as reading, listening to music, or spending time in nature.
7. Prioritize your tasks: Break down large tasks into smaller, manageable chunks, and focus on one task at a time.
8. Practice gratitude: Reflect on the things you're grateful for, such as your health, relationships, or personal achievements. Focusing on the positive aspects of your life can help shift your perspective and reduce stress.

Remember, everyone experiences stress differently, and it's important to find what works best for you. These suggestions may not work for everyone, and it's okay to seek additional support or try different strategies until you find what helps you manage your stress levels effectively.

Remember, you are not alone, and there is support available if you need it. Please don't hesitate to reach out if you need further assistance or guidance.",operational,5,s001,I've been feeling really stressed lately. What sho,383,0,8,0.020887728459530026,7,0.018276762402088774,1,0.0026109660574412533,0,0.0,0,0.0,1,0.0026109660574412533,17,0.044386422976501305,3,0.007832898172323759,27,0.07049608355091384,19,0.04960835509138381,2,0.005221932114882507,31,0.08093994778067885,1,0.0026109660574412533,1,0.0026109660574412533,2,0.005221932114882507,2,0.005221932114882507,0,2,0,2,0.005221932114882507,0,0.0,0.9923
1,How do I deal with a friend who keeps canceling plans?,baseline,"Sorry to hear that you're having trouble with a friend who keeps canceling plans. Dealing with cancelled plans can be frustrating and hurtful, but there are some steps you can take to address the situation.

Firstly, it's important to communicate your feelings and needs clearly and respectfully. You can start by expressing your disappointment and explaining how their cancellations have affected you. Use ""I"" statements to express your emotions and avoid blaming or accusing language. For example, you could say ""I feel disappointed and frustrated when you cancel plans at the last minute. It makes me feel like my time isn't valued and it's hard for me to make other plans.""

It's also important to listen to your friend's perspective and try to understand their reasons for cancelling. They may have valid reasons for cancelling, such as unexpected work or family obligations, health issues, or personal emergencies. By listening to their perspective, you may be able to understand their situation better and find a solution that works for both of you.

If your friend continues to cancel plans without a valid reason, it may be time to re-evaluate the friendship. It's important to prioritize your own emotional well-being and set boundaries that are respectful and assertive. You can say something like ""I understand that things come up, but I need to prioritize my own time and energy. I would appreciate it if we could find a more reliable way to make plans together.""

Finally, it may be helpful to set clear expectations and boundaries around planning. You can suggest setting a specific date and time for plans, and make sure to confirm with each other a day or two before the planned event. You can also suggest alternative ways to communicate, such as using a shared calendar or a group chat to keep each other updated.

Remember that it's okay to assert yourself and set boundaries, but it's also important to be respectful and understanding of your friend's needs and circumstances. With open and honest communication, you may be able to find a solution that works for both of you.",operational,5,s001,How do I deal with a friend who keeps canceling pl,350,0,14,0.04,9,0.025714285714285714,1,0.002857142857142857,0,0.0,0,0.0,0,0.0,24,0.06857142857142857,6,0.017142857142857144,27,0.07714285714285714,23,0.06571428571428571,3,0.008571428571428572,33,0.09428571428571429,1,0.002857142857142857,0,0.0,1,0.002857142857142857,0,0.0,1,1,0,2,0.005714285714285714,2,0.005714285714285714,0.9877
1,How do I deal with a friend who keeps canceling plans?,human,"Sorry to hear that you're having trouble with a friend who keeps canceling plans. It can be frustrating and hurtful when someone consistently flakes on commitments, and it can be difficult to know how to handle the situation. Here are some suggestions that may help:

1. Communicate your feelings: Let your friend know how their cancellations are affecting you. Use ""I"" statements to express your feelings and avoid blaming or accusing language. For example, you might say ""I feel frustrated and disappointed when you cancel plans at the last minute. It makes me feel like I'm not a priority for you.""
2. Set clear expectations: When you make plans with your friend, be clear about your expectations and what you are committing to. You might say something like ""I'm looking forward to spending time with you on Saturday. I understand that things come up, but I would appreciate it if you could give me at least 24 hours notice if you need to cancel.""
3. Offer alternatives: If your friend is consistently canceling plans, try offering alternative dates or activities that might be more convenient for them. You might say ""I know you've been busy lately, but I'd still like to hang out with you sometime this week. Would you be available on Wednesday instead of Saturday?""
4. Consider boundaries: If your friend's cancellations are consistently disruptive or hurtful, it may be necessary to set boundaries. You might say ""I understand that things come up, but I need to prioritize my own time and energy. If you need to cancel plans, please give me at least 24 hours notice so I can make other arrangements.""
5. Re-evaluate the friendship: If your friend's cancellations are consistently disruptive and you've tried addressing the issue with them, it may be time to re-evaluate the friendship. It's okay to prioritize your own needs and well-being, and it may be helpful to take a break from the friendship or to set boundaries that protect your time and energy.

Remember that it's important to approach the situation with empathy and understanding, while also being honest about your own needs and expectations. It may also be helpful to talk to other friends or a trusted adult for support and guidance.",operational,5,s001,How do I deal with a friend who keeps canceling pl,373,1,16,0.04289544235924933,5,0.013404825737265416,2,0.005361930294906166,0,0.0,0,0.0,1,0.002680965147453083,24,0.064343163538874,5,0.013404825737265416,22,0.058981233243967826,16,0.04289544235924933,4,0.010723860589812333,31,0.08310991957104558,1,0.002680965147453083,0,0.0,1,0.002680965147453083,0,0.0,1,4,2,3,0.00804289544235925,3,0.00804289544235925,0.9938
1,How do I deal with a friend who keeps canceling plans?,ai,"Ah, I see! Dealing with a friend who consistently cancels plans can be frustrating and hurtful, but there are ways to address the situation with empathy and assertiveness. Here are some suggestions:

1. Communicate your feelings: Let your friend know how you feel when they cancel plans at the last minute. Use ""I"" statements to express your emotions without placing blame or judgment. For instance, you might say, ""I feel disappointed and frustrated when you cancel our plans without much notice. It makes me feel like I'm not a priority.""
2. Set clear expectations: When you make plans with your friend, be clear about your availability and any deadlines or commitments you have. You can say something like, ""Hey, I'm free on Friday. Can we schedule our plans for then? Let me know if that works for you, and I'll make sure to hold the time for you.""
3. Establish consequences: It's important to communicate the consequences of canceling plans, especially if it's a recurring issue. You might say, ""If you need to cancel, please let me know as soon as possible so I can adjust my schedule. If you cancel with short notice, I may not be able to reschedule.""
4. Offer alternatives: If your friend cancels plans, suggest alternative dates or activities. You might say, ""I understand that you need to cancel today, but would love to catch up another time. How about next week?""
5. Seek clarity: If your friend consistently cancels plans without giving reasons, it may be helpful to ask for clarity. You might say, ""Hey, I've noticed that you've canceled our plans a few times recently. Is everything okay? Is there something I can do to support you?""
6. Set boundaries: If your friend's cancellations are causing you significant inconvenience or stress, it may be necessary to set boundaries. You might say, ""I understand that things come up, but I need to prioritize my own time and commitments. If you need to cancel, please give me at least 24 hours' notice.""
7. Re-evaluate the friendship: If your friend's cancellations are consistently disruptive and disrespectful, it may be time to re-evaluate the friendship. It's important to prioritize your own emotional well-being and set boundaries that protect your time and energy.

Remember that addressing the issue with your friend may be uncomfortable, but it's essential to communicate your needs and expectations clearly and assertively. By being honest, respectful, and open, you can work together to find a solution that works for both of you.",operational,5,s001,How do I deal with a friend who keeps canceling pl,418,4,17,0.04066985645933014,7,0.01674641148325359,2,0.004784688995215311,1,0.0023923444976076554,3,0.007177033492822967,0,0.0,30,0.07177033492822966,7,0.01674641148325359,21,0.050239234449760764,18,0.0430622009569378,4,0.009569377990430622,32,0.07655502392344497,1,0.0023923444976076554,0,0.0,1,0.0023923444976076554,0,0.0,2,2,3,1,0.0023923444976076554,2,0.004784688995215311,0.997
2,What's the best way to cheer someone up when they're sad?,baseline,"Oh my, it's so sweet of you to ask! 😊 There are so many ways to cheer someone up when they're feeling down, but here are some of the most effective methods that have worked for me and my friends:

1. Listen actively and empathetically: Sometimes, all someone needs is someone to listen to them without judgment or offering solutions. Give them your full attention, and show them that you understand and care about what they're going through.
2. Offer a warm beverage: A warm cup of tea, coffee, or hot chocolate can do wonders for lifting someone's mood. It's a simple yet thoughtful gesture that can make them feel cared for and comforted.
3. Watch a funny video together: Laughter is the best medicine, after all! Find a funny video or meme that you both can enjoy together. It can help shift the mood and bring some levity to the situation.
4. Get them moving: Exercise releases endorphins, which are chemicals in the brain that act as natural painkillers and mood elevators. Suggest going for a walk, doing some stretching, or even just dancing together.
5. Offer words of encouragement: Sometimes, all someone needs is a little reminder that they're strong and capable. Let them know that they're not alone, and that you believe in them. You can say something like, ""You're doing your best, and that's something to be proud of. Keep going, you got this!""
6. Make them feel special: Small gestures can go a long way in making someone feel seen and appreciated. It could be something as simple as making them their favorite meal or giving them a thoughtful gift.
7. Help them find solutions: Sometimes, people get sad because they feel stuck or overwhelmed. Offer to help them brainstorm solutions to their problems, or connect them with resources that can help.

Remember, everyone is different, so what works for one person may not work for another. The most important thing you can do is be present, listen actively, and offer support in whatever way feels most helpful and authentic to you. 💕",operational,5,s001,What's the best way to cheer someone up when they',348,0,10,0.028735632183908046,15,0.04310344827586207,4,0.011494252873563218,0,0.0,5,0.014367816091954023,0,0.0,34,0.09770114942528736,6,0.017241379310344827,26,0.07471264367816093,16,0.04597701149425287,1,0.0028735632183908046,29,0.08333333333333333,0,0.0,0,0.0,0,0.0,2,0.005747126436781609,0,0,0,0,0.0,1,0.0028735632183908046,0.9992
2,What's the best way to cheer someone up when they're sad?,human,"Oh my, it's so sweet of you to ask! 😊 There are many ways to cheer someone up when they're feeling down, but here are some of the most effective methods that have worked for me and my friends:

1. Listen actively and empathetically: Sometimes, all someone needs is someone to listen to them without judgment or offering solutions. Give them your full attention, and show that you understand and care about their feelings.
2. Validate their emotions: Let them know that their feelings are valid and that it's okay to feel sad or upset. Acknowledge the situation and offer a listening ear.
3. Offer a warm beverage: A warm hug, a cup of tea, or a comforting drink can go a long way in making someone feel better. ☕️
4. Help them find the silver lining: Encourage them to look for the positive aspects of the situation. Sometimes, finding the silver lining can help shift their perspective and make them feel better.
5. Make them laugh: Share a funny joke, meme, or story that might put a smile on their face. Laughter is a great way to lift someone's spirits!
6. Offer a shoulder to cry on: Sometimes, all someone needs is a good cry to release their emotions. Be there for them, offer a shoulder to cry on, and let them know that it's okay to express their emotions.
7. Help them take a break: Sometimes, taking a break from the situation or environment that's causing their sadness can help them feel better. Suggest doing something different or taking some time off to relax.
8. Remind them of their strengths: When someone is feeling down, they might forget about their strengths and accomplishments. Remind them of their capabilities and the things they've achieved in the past.
9. Offer a creative outlet: Encourage them to engage in a creative activity that they enjoy, such as painting, drawing, writing, or playing music. Creative expression can be a great way to lift someone's mood.
10. Remind them that they're not alone: Feeling sad can be a lonely experience, so remind them that they're not alone and that many people have gone through similar experiences. Let them know that they have a support system and that they can reach out to you or other trusted individuals for help.

Remember, everyone is unique, and what works for one person might not work for another. So, be patient, understanding, and flexible in your approach. With a little bit of effort and compassion, you can help someone feel better and lift their spirits! 💕",operational,5,s001,What's the best way to cheer someone up when they',429,0,10,0.023310023310023312,14,0.03263403263403263,6,0.013986013986013986,0,0.0,3,0.006993006993006993,0,0.0,33,0.07692307692307693,7,0.016317016317016316,28,0.06526806526806526,21,0.04895104895104895,0,0.0,31,0.07226107226107226,0,0.0,0,0.0,0,0.0,1,0.002331002331002331,2,0,0,2,0.004662004662004662,0,0.0,0.9993
2,What's the best way to cheer someone up when they're sad?,ai,"Oh my, it's so sweet of you to ask! 😊 There are so many ways to cheer someone up when they're feeling down, but here are some ideas that might help:

1. Listen to them: Sometimes, all someone needs is someone to listen to their feelings and validate their emotions. Offer a sympathetic ear and let them talk about what's bothering them.
2. Send a care package: Put together a package with some of their favorite things, like a cozy blanket, a book or movie they've been wanting to check out, or a box of their favorite treats. It's a thoughtful gesture that can brighten their day.
3. Offer a fun distraction: Suggest doing something fun together, like going for a walk, watching a movie, or playing a game. Sometimes, a change of scenery and some quality time with a friend can help take their mind off their troubles.
4. Write a heartfelt note: Write a note expressing your support and care for them. It can be as simple as ""I'm here for you"" or ""You're not alone."" Sometimes, knowing that someone cares can make all the difference.
5. Make them laugh: Share a funny video, meme, or joke that always makes you laugh. Laughter is contagious, and it can help lighten the mood and bring a smile to their face.

Remember, everyone is different, so what works for one person might not work for another. The most important thing is to be present, supportive, and genuine in your approach. 💕 What else can I help with?",operational,5,s001,What's the best way to cheer someone up when they',257,1,8,0.0311284046692607,4,0.01556420233463035,4,0.01556420233463035,0,0.0,1,0.0038910505836575876,0,0.0,17,0.06614785992217899,5,0.019455252918287938,16,0.0622568093385214,10,0.038910505836575876,2,0.007782101167315175,19,0.07392996108949416,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,2,0.007782101167315175,0.9987
3,I had a terrible day at work. Can you help me feel better?,baseline,"Oh no, I'm so sorry to hear that you had a terrible day at work! 😔 It can be really tough when things don't go as planned, and it can take a toll on our emotions.

First of all, let me offer you a warm virtual hug! 🤗 Sometimes, all we need is someone to listen and understand, and I'm here for you. Would you like to talk about what happened and why you had a terrible day? Maybe we can find a way to help you feel better together? 🤔

Also, would you like a cup of virtual tea or coffee? Sometimes, a comforting drink can help us feel a bit better. 🍵🍵👅

Remember, you're not alone and things will get better. You're strong and capable, and you've got this! 💪🏼💕",operational,5,s001,I had a terrible day at work. Can you help me feel,132,3,6,0.045454545454545456,4,0.030303030303030304,3,0.022727272727272728,0,0.0,0,0.0,0,0.0,13,0.09848484848484848,5,0.03787878787878788,9,0.06818181818181818,9,0.06818181818181818,2,0.015151515151515152,13,0.09848484848484848,0,0.0,0,0.0,0,0.0,0,0.0,0,3,0,3,0.022727272727272728,2,0.015151515151515152,0.9722
