run,agent,topic,social,order
1,hum_1,cars,0,1
1,bot_2,nature,0,2
1,hum_2,photography,0,3
1,bot_1,hobbies,1,4
1,bot_1,space,0,5
1,hum_2,conflict,1,6
1,hum_1,friendship,1,7
1,bot_2,childhood_memories,1,8
2,bot_1,role_models,1,1
2,bot_2,sports,0,2
2,hum_1,exercise,0,3
2,hum_2,empathy,1,4
2,hum_2,art,0,5
2,bot_1,books,0,6
2,hum_1,mentorship,1,7
2,bot_2,networks,1,8
3,bot_2,music,0,1
3,bot_1,cooking,0,2
3,hum_2,love,1,3
3,hum_1,trust,1,4
3,hum_2,architecture,0,5
3,bot_1,cultural_celebrations,1,6
3,bot_2,loneliness,1,7
3,hum_1,movies,0,8
4,hum_2,podcasts,0,1
4,hum_1,forgiveness,1,2
4,bot_2,teamwork,1,3
4,bot_1,work_life,1,4
4,bot_1,seasons,0,5
4,hum_1,technology,0,6
4,bot_2,travel,0,7
4,hum_2,communication,1,8
5,hum_1,social_media,1,1
5,bot_2,family,1,2
5,hum_2,weather,0,3
5,bot_1,fashion,0,4
5,bot_1,boundaries,1,5
5,bot_2,gardening,0,6
5,hum_2,goals,1,7
5,hum_1,food,0,8
