run,agent,topic,social,order
1,bot_2,photography,0,1
1,hum_1,space,0,2
1,hum_2,cars,0,3
1,bot_1,nature,0,4
1,hum_1,conflict,1,5
1,bot_2,friendship,1,6
1,hum_2,hobbies,1,7
1,bot_1,childhood_memories,1,8
2,hum_1,mentorship,1,1
2,bot_2,exercise,0,2
2,bot_1,role_models,1,3
2,hum_2,empathy,1,4
2,hum_1,books,0,5
2,bot_2,networks,1,6
2,hum_2,art,0,7
2,bot_1,sports,0,8
3,hum_2,movies,0,1
3,hum_1,cooking,0,2
3,bot_2,trust,1,3
3,bot_1,architecture,0,4
3,bot_1,loneliness,1,5
3,bot_2,music,0,6
3,hum_1,love,1,7
3,hum_2,cultural_celebrations,1,8
4,hum_2,podcasts,0,1
4,bot_2,technology,0,2
4,bot_1,travel,0,3
4,hum_1,teamwork,1,4
4,bot_2,work_life,1,5
4,hum_1,seasons,0,6
4,hum_2,forgiveness,1,7
4,bot_1,communication,1,8
5,hum_1,family,1,1
5,bot_1,boundaries,1,2
5,hum_2,food,0,3
5,bot_2,gardening,0,4
5,hum_2,goals,1,5
5,hum_1,fashion,0,6
5,bot_1,weather,0,7
5,bot_2,social_media,1,8
