run,agent,topic,social,order
1,hum_2,friendship,1,1
1,bot_1,photography,0,2
1,hum_1,childhood_memories,1,3
1,bot_2,nature,0,4
1,bot_2,conflict,1,5
1,bot_1,hobbies,1,6
1,hum_2,space,0,7
1,hum_1,cars,0,8
2,bot_1,art,0,1
2,hum_2,networks,1,2
2,bot_2,sports,0,3
2,hum_1,exercise,0,4
2,hum_2,books,0,5
2,bot_1,mentorship,1,6
2,hum_1,empathy,1,7
2,bot_2,role_models,1,8
3,bot_1,trust,1,1
3,hum_2,love,1,2
3,hum_1,movies,0,3
3,bot_2,architecture,0,4
3,hum_2,cooking,0,5
3,bot_1,music,0,6
3,hum_1,cultural_celebrations,1,7
3,bot_2,loneliness,1,8
4,bot_1,teamwork,1,1
4,hum_1,forgiveness,1,2
4,bot_2,podcasts,0,3
4,hum_2,communication,1,4
4,bot_2,work_life,1,5
4,hum_2,seasons,0,6
4,bot_1,travel,0,7
4,hum_1,technology,0,8
5,bot_2,food,0,1
5,bot_1,fashion,0,2
5,hum_2,family,1,3
5,hum_1,goals,1,4
5,hum_1,weather,0,5
5,bot_2,boundaries,1,6
5,hum_2,gardening,0,7
5,bot_1,social_media,1,8
