run,agent,topic,social,order
1,bot_2,nature,0,1
1,hum_2,cars,0,2
1,hum_1,photography,0,3
1,bot_1,friendship,1,4
1,bot_1,space,0,5
1,hum_1,childhood_memories,1,6
1,hum_2,conflict,1,7
1,bot_2,hobbies,1,8
2,bot_2,books,0,1
2,hum_1,mentorship,1,2
2,bot_1,exercise,0,3
2,hum_2,art,0,4
2,bot_1,role_models,1,5
2,bot_2,networks,1,6
2,hum_1,sports,0,7
2,hum_2,empathy,1,8
3,bot_2,cooking,0,1
3,hum_2,love,1,2
3,bot_1,cultural_celebrations,1,3
3,hum_1,loneliness,1,4
3,hum_1,music,0,5
3,bot_2,trust,1,6
3,bot_1,architecture,0,7
3,hum_2,movies,0,8
4,bot_1,communication,1,1
4,hum_1,travel,0,2
4,hum_2,seasons,0,3
4,bot_2,technology,0,4
4,bot_2,teamwork,1,5
4,hum_2,forgiveness,1,6
4,bot_1,podcasts,0,7
4,hum_1,work_life,1,8
5,bot_1,social_media,1,1
5,bot_2,weather,0,2
5,hum_1,family,1,3
5,hum_2,boundaries,1,4
5,hum_1,fashion,0,5
5,hum_2,gardening,0,6
5,bot_2,goals,1,7
5,bot_1,food,0,8
