run,agent,topic,social,order
1,bot_1,nature,0,1
1,hum_2,cars,0,2
1,bot_2,childhood_memories,1,3
1,hum_1,friendship,1,4
1,bot_2,photography,0,5
1,hum_1,space,0,6
1,hum_2,conflict,1,7
1,bot_1,hobbies,1,8
2,hum_1,role_models,1,1
2,hum_2,networks,1,2
2,bot_1,mentorship,1,3
2,bot_2,exercise,0,4
2,hum_2,sports,0,5
2,bot_1,books,0,6
2,hum_1,art,0,7
2,bot_2,empathy,1,8
3,bot_1,architecture,0,1
3,hum_1,loneliness,1,2
3,hum_2,cultural_celebrations,1,3
3,bot_2,love,1,4
3,hum_1,cooking,0,5
3,bot_1,trust,1,6
3,bot_2,movies,0,7
3,hum_2,music,0,8
4,hum_1,communication,1,1
4,hum_2,work_life,1,2
4,bot_1,forgiveness,1,3
4,bot_2,teamwork,1,4
4,bot_2,technology,0,5
4,bot_1,podcasts,0,6
4,hum_2,travel,0,7
4,hum_1,seasons,0,8
5,hum_2,gardening,0,1
5,bot_2,social_media,1,2
5,bot_1,food,0,3
5,hum_1,weather,0,4
5,bot_2,fashion,0,5
5,hum_1,boundaries,1,6
5,hum_2,family,1,7
5,bot_1,goals,1,8
