run,agent,topic,social,order
1,bot_2,photography,0,1
1,hum_2,cars,0,2
1,hum_1,conflict,1,3
1,bot_1,hobbies,1,4
1,bot_2,childhood_memories,1,5
1,hum_2,friendship,1,6
1,bot_1,nature,0,7
1,hum_1,space,0,8
2,bot_1,art,0,1
2,bot_2,mentorship,1,2
2,hum_1,networks,1,3
2,hum_2,sports,0,4
2,hum_2,empathy,1,5
2,bot_1,role_models,1,6
2,hum_1,books,0,7
2,bot_2,exercise,0,8
3,hum_2,movies,0,1
3,bot_2,architecture,0,2
3,bot_1,cultural_celebrations,1,3
3,hum_1,cooking,0,4
3,bot_2,loneliness,1,5
3,bot_1,music,0,6
3,hum_1,trust,1,7
3,hum_2,love,1,8
4,hum_2,work_life,1,1
4,bot_1,seasons,0,2
4,bot_2,technology,0,3
4,hum_1,teamwork,1,4
4,hum_1,travel,0,5
4,bot_1,forgiveness,1,6
4,hum_2,podcasts,0,7
4,bot_2,communication,1,8
5,bot_1,boundaries,1,1
5,hum_1,gardening,0,2
5,hum_2,fashion,0,3
5,bot_2,family,1,4
5,bot_2,food,0,5
5,hum_1,social_media,1,6
5,bot_1,weather,0,7
5,hum_2,goals,1,8
