run,agent,topic,social,order
1,bot_2,nature,0,1
1,bot_1,photography,0,2
1,hum_1,cars,0,3
1,hum_2,childhood_memories,1,4
1,hum_1,friendship,1,5
1,bot_2,hobbies,1,6
1,hum_2,space,0,7
1,bot_1,conflict,1,8
2,bot_2,mentorship,1,1
2,bot_1,sports,0,2
2,hum_1,networks,1,3
2,hum_2,empathy,1,4
2,bot_1,role_models,1,5
2,hum_2,art,0,6
2,bot_2,books,0,7
2,hum_1,exercise,0,8
3,bot_2,cooking,0,1
3,bot_1,love,1,2
3,hum_1,architecture,0,3
3,hum_2,movies,0,4
3,bot_2,loneliness,1,5
3,hum_1,cultural_celebrations,1,6
3,hum_2,trust,1,7
3,bot_1,music,0,8
4,hum_1,communication,1,1
4,hum_2,technology,0,2
4,bot_1,work_life,1,3
4,bot_2,teamwork,1,4
4,bot_1,travel,0,5
4,hum_1,seasons,0,6
4,bot_2,podcasts,0,7
4,hum_2,forgiveness,1,8
5,hum_2,fashion,0,1
5,bot_1,food,0,2
5,hum_1,gardening,0,3
5,bot_2,weather,0,4
5,hum_2,social_media,1,5
5,bot_1,goals,1,6
5,hum_1,family,1,7
5,bot_2,boundaries,1,8
