run,agent,topic,social,order
1,hum_2,nature,0,1
1,bot_1,friendship,1,2
1,hum_1,cars,0,3
1,bot_2,photography,0,4
1,bot_2,conflict,1,5
1,hum_1,hobbies,1,6
1,hum_2,childhood_memories,1,7
1,bot_1,space,0,8
2,hum_2,sports,0,1
2,bot_2,books,0,2
2,hum_1,art,0,3
2,bot_1,exercise,0,4
2,bot_1,mentorship,1,5
2,hum_1,empathy,1,6
2,hum_2,networks,1,7
2,bot_2,role_models,1,8
3,bot_2,architecture,0,1
3,bot_1,loneliness,1,2
3,hum_2,cultural_celebrations,1,3
3,hum_1,love,1,4
3,hum_1,music,0,5
3,hum_2,cooking,0,6
3,bot_1,movies,0,7
3,bot_2,trust,1,8
4,bot_2,technology,0,1
4,hum_1,travel,0,2
4,bot_1,podcasts,0,3
4,hum_2,teamwork,1,4
4,bot_2,work_life,1,5
4,bot_1,communication,1,6
4,hum_2,seasons,0,7
4,hum_1,forgiveness,1,8
5,hum_2,weather,0,1
5,bot_1,gardening,0,2
5,hum_1,social_media,1,3
5,bot_2,food,0,4
5,bot_1,family,1,5
5,hum_2,goals,1,6
5,bot_2,boundaries,1,7
5,hum_1,fashion,0,8
