run,agent,topic,social,order
1,hum_1,conflict,1,1
1,hum_2,photography,0,2
1,bot_2,friendship,1,3
1,bot_1,nature,0,4
1,bot_2,cars,0,5
1,bot_1,childhood_memories,1,6
1,hum_1,space,0,7
1,hum_2,hobbies,1,8
2,bot_2,books,0,1
2,bot_1,role_models,1,2
2,hum_1,art,0,3
2,hum_2,sports,0,4
2,hum_2,networks,1,5
2,hum_1,mentorship,1,6
2,bot_2,empathy,1,7
2,bot_1,exercise,0,8
3,bot_1,architecture,0,1
3,hum_1,trust,1,2
3,hum_2,love,1,3
3,bot_2,cooking,0,4
3,bot_2,cultural_celebrations,1,5
3,hum_1,music,0,6
3,bot_1,loneliness,1,7
3,hum_2,movies,0,8
4,bot_1,forgiveness,1,1
4,hum_1,communication,1,2
4,hum_2,teamwork,1,3
4,bot_2,work_life,1,4
4,bot_1,technology,0,5
4,hum_2,travel,0,6
4,hum_1,seasons,0,7
4,bot_2,podcasts,0,8
5,bot_1,gardening,0,1
5,hum_2,food,0,2
5,hum_1,boundaries,1,3
5,bot_2,family,1,4
5,hum_1,weather,0,5
5,bot_2,fashion,0,6
5,bot_1,social_media,1,7
5,hum_2,goals,1,8
