run,agent,topic,social,order
1,hum_1,conflict,1,1
1,bot_1,friendship,1,2
1,hum_2,space,0,3
1,bot_2,cars,0,4
1,hum_2,childhood_memories,1,5
1,bot_2,hobbies,1,6
1,hum_1,photography,0,7
1,bot_1,nature,0,8
2,bot_2,networks,1,1
2,hum_2,books,0,2
2,bot_1,empathy,1,3
2,hum_1,mentorship,1,4
2,bot_1,exercise,0,5
2,hum_1,sports,0,6
2,hum_2,role_models,1,7
2,bot_2,art,0,8
3,bot_1,movies,0,1
3,bot_2,loneliness,1,2
3,hum_2,cultural_celebrations,1,3
3,hum_1,cooking,0,4
3,bot_2,music,0,5
3,hum_2,architecture,0,6
3,hum_1,trust,1,7
3,bot_1,love,1,8
4,hum_1,technology,0,1
4,bot_2,teamwork,1,2
4,hum_2,podcasts,0,3
4,bot_1,forgiveness,1,4
4,hum_1,work_life,1,5
4,hum_2,communication,1,6
4,bot_2,travel,0,7
4,bot_1,seasons,0,8
5,bot_1,boundaries,1,1
5,hum_2,family,1,2
5,bot_2,goals,1,3
5,hum_1,social_media,1,4
5,hum_2,gardening,0,5
5,hum_1,food,0,6
5,bot_2,fashion,0,7
5,bot_1,weather,0,8
