experiment,subject,condition,topic,social_type,social,word_count,question_count,filler_count,hedge_count,tom_count,polite_pos,polite_neg,impolite,politeness_score,nonfluency_count,liwc_filler_count,disfluency_count,like_count,fung_interpersonal_count,fung_referential_count,fung_structural_count,fung_cognitive_count,fung_total_count,demir_modal_count,demir_verb_count,demir_adverb_count,demir_adjective_count,demir_quantifier_count,demir_noun_count,demir_total_count,sentiment,sentiment_pos,sentiment_neg,sentiment_neu,quality,connectedness,filler_rate,hedge_rate,tom_rate,politeness_rate,nonfluency_rate,liwc_filler_rate,disfluency_rate,like_rate,fung_interpersonal_rate,fung_referential_rate,fung_structural_rate,fung_cognitive_rate,fung_total_rate,demir_modal_rate,demir_verb_rate,demir_adverb_rate,demir_adjective_rate,demir_quantifier_rate,demir_noun_rate,demir_total_rate
Exp1_Human,sub-001,bot,loneliness,social,1,75,2,2,2,2,0,0,0,0,0,1,1,1,9,2,0,4,9,1,5,1,0,0,0,7,0.39095,0.116,0.0395,0.844,1.0,2.0,0.02666666666666667,0.02666666666666667,0.02666666666666667,0.0,0.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.12,0.02666666666666667,0.0,0.05333333333333334,0.12,0.013333333333333334,0.06666666666666667,0.013333333333333334,0.0,0.0,0.0,0.09333333333333334
Exp1_Human,sub-001,bot,love,social,1,143,1,0,2,0,0,0,0,0,0,0,0,0,5,7,4,2,13,3,5,0,0,1,0,9,0.9923500000000001,0.4285,0.0155,0.556,3.0,3.0,0.0,0.013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,0.03496503496503497,0.04895104895104895,0.027972027972027972,0.013986013986013986,0.09090909090909091,0.02097902097902098,0.03496503496503497,0.0,0.0,0.006993006993006993,0.0,0.06293706293706294
Exp1_Human,sub-001,bot,mentorship,social,1,174,1,1,4,0,0,1,0,1,0,0,0,0,12,7,6,4,18,0,5,0,0,0,0,5,0.77675,0.146,0.0105,0.8435,2.0,2.0,0.005747126436781609,0.022988505747126436,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.06896551724137931,0.040229885057471264,0.034482758620689655,0.022988505747126436,0.10344827586206896,0.0,0.028735632183908046,0.0,0.0,0.0,0.0,0.028735632183908046
Exp1_Human,sub-001,bot,movies,nonsocial,0,146,1,5,0,0,0,0,0,0,0,0,0,3,10,13,10,3,23,2,4,3,0,1,0,10,0.9499,0.239,0.017,0.7435,2.0,1.0,0.03424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,0.02054794520547945,0.0684931506849315,0.08904109589041095,0.0684931506849315,0.02054794520547945,0.15753424657534246,0.0136986301369863,0.0273972602739726,0.02054794520547945,0.0,0.00684931506849315,0.0,0.0684931506849315
Exp1_Human,sub-001,bot,music,nonsocial,0,108,1,4,2,0,0,0,0,0,0,1,1,4,10,4,3,6,12,0,1,1,0,0,0,2,0.72745,0.1435,0.018,0.838,2.0,1.0,0.037037037037037035,0.018518518518518517,0.0,0.0,0.0,0.009259259259259259,0.009259259259259259,0.037037037037037035,0.09259259259259259,0.037037037037037035,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.0,0.009259259259259259,0.009259259259259259,0.0,0.0,0.0,0.018518518518518517
Exp1_Human,sub-001,bot,photography,nonsocial,0,191,0,8,2,1,1,0,0,1,0,3,3,6,22,12,6,9,32,2,6,3,0,3,0,14,0.9694499999999999,0.267,0.052500000000000005,0.6805000000000001,3.0,3.0,0.041884816753926704,0.010471204188481676,0.005235602094240838,0.005235602094240838,0.0,0.015706806282722512,0.015706806282722512,0.031413612565445025,0.11518324607329843,0.06282722513089005,0.031413612565445025,0.04712041884816754,0.16753926701570682,0.010471204188481676,0.031413612565445025,0.015706806282722512,0.0,0.015706806282722512,0.0,0.07329842931937172
Exp1_Human,sub-001,bot,role_models,social,1,163,0,3,2,1,0,0,0,0,1,1,2,0,11,11,10,5,20,1,3,0,0,0,0,4,0.0993,0.1235,0.084,0.7925,2.0,1.0,0.018404907975460124,0.012269938650306749,0.006134969325153374,0.0,0.006134969325153374,0.006134969325153374,0.012269938650306749,0.0,0.06748466257668712,0.06748466257668712,0.06134969325153374,0.03067484662576687,0.12269938650306748,0.006134969325153374,0.018404907975460124,0.0,0.0,0.0,0.0,0.024539877300613498
Exp1_Human,sub-001,bot,seasons,nonsocial,0,97,0,5,0,0,0,0,0,0,0,0,0,2,6,7,6,2,12,2,0,1,0,0,0,3,0.6299,0.1375,0.0225,0.8400000000000001,3.0,3.0,0.05154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.020618556701030927,0.061855670103092786,0.07216494845360824,0.061855670103092786,0.020618556701030927,0.12371134020618557,0.020618556701030927,0.0,0.010309278350515464,0.0,0.0,0.0,0.030927835051546393
Exp1_Human,sub-001,bot,teamwork,social,1,125,0,2,1,1,0,0,0,0,0,0,0,2,10,5,4,3,16,4,2,1,0,0,0,7,0.7364999999999999,0.1575,0.041499999999999995,0.8009999999999999,2.0,1.0,0.016,0.008,0.008,0.0,0.0,0.0,0.0,0.016,0.08,0.04,0.032,0.024,0.128,0.032,0.016,0.008,0.0,0.0,0.0,0.056
Exp1_Human,sub-001,bot,technology,nonsocial,0,108,0,2,4,0,0,0,1,-1,0,0,0,0,8,5,6,4,14,3,6,2,0,1,0,12,-0.0040000000000000036,0.18,0.0875,0.7324999999999999,3.0,2.0,0.018518518518518517,0.037037037037037035,0.0,-0.009259259259259259,0.0,0.0,0.0,0.0,0.07407407407407407,0.046296296296296294,0.05555555555555555,0.037037037037037035,0.12962962962962962,0.027777777777777776,0.05555555555555555,0.018518518518518517,0.0,0.009259259259259259,0.0,0.1111111111111111
Exp1_Human,sub-001,hum,architecture,nonsocial,0,141,1,3,2,1,0,0,0,0,0,1,1,0,9,8,6,3,17,0,2,0,0,0,1,3,0.9581999999999999,0.2575,0.0105,0.732,3.0,2.0,0.02127659574468085,0.014184397163120567,0.0070921985815602835,0.0,0.0,0.0070921985815602835,0.0070921985815602835,0.0,0.06382978723404255,0.05673758865248227,0.0425531914893617,0.02127659574468085,0.12056737588652482,0.0,0.014184397163120567,0.0,0.0,0.0,0.0070921985815602835,0.02127659574468085
Exp1_Human,sub-001,hum,art,nonsocial,0,162,0,4,4,1,0,0,0,0,0,1,1,3,14,9,5,8,23,0,2,3,0,0,0,5,0.8988,0.20350000000000001,0.014,0.782,3.0,4.0,0.024691358024691357,0.024691358024691357,0.006172839506172839,0.0,0.0,0.006172839506172839,0.006172839506172839,0.018518518518518517,0.08641975308641975,0.05555555555555555,0.030864197530864196,0.04938271604938271,0.1419753086419753,0.0,0.012345679012345678,0.018518518518518517,0.0,0.0,0.0,0.030864197530864196
Exp1_Human,sub-001,hum,communication,social,1,107,0,1,1,0,0,0,1,-1,0,0,0,1,5,4,4,2,9,1,2,2,0,0,0,5,-0.04855,0.055,0.068,0.8765000000000001,2.0,4.0,0.009345794392523364,0.009345794392523364,0.0,-0.009345794392523364,0.0,0.0,0.0,0.009345794392523364,0.04672897196261682,0.037383177570093455,0.037383177570093455,0.018691588785046728,0.08411214953271028,0.009345794392523364,0.018691588785046728,0.018691588785046728,0.0,0.0,0.0,0.04672897196261682
Exp1_Human,sub-001,hum,conflict,social,1,179,0,2,4,0,1,0,0,1,1,2,3,1,15,11,9,6,24,2,4,4,0,6,0,16,0.20729999999999998,0.0985,0.10250000000000001,0.7989999999999999,4.0,4.0,0.0111731843575419,0.0223463687150838,0.0,0.00558659217877095,0.00558659217877095,0.0111731843575419,0.01675977653631285,0.00558659217877095,0.08379888268156424,0.061452513966480445,0.05027932960893855,0.0335195530726257,0.1340782122905028,0.0111731843575419,0.0223463687150838,0.0223463687150838,0.0,0.0335195530726257,0.0,0.0893854748603352
Exp1_Human,sub-001,hum,cooking,nonsocial,0,140,0,1,4,0,0,0,0,0,0,0,0,1,8,5,2,5,11,5,4,0,0,1,0,10,0.5204666666666666,0.16733333333333333,0.07033333333333333,0.7623333333333333,3.0,2.0,0.007142857142857143,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.05714285714285714,0.03571428571428571,0.014285714285714285,0.03571428571428571,0.07857142857142857,0.03571428571428571,0.02857142857142857,0.0,0.0,0.007142857142857143,0.0,0.07142857142857142
Exp1_Human,sub-001,hum,cultural_celebrations,social,1,126,1,5,1,1,1,0,0,1,0,1,1,2,12,9,4,3,20,0,1,0,0,0,0,1,0.9140999999999999,0.232,0.018,0.75,3.0,4.0,0.03968253968253968,0.007936507936507936,0.007936507936507936,0.007936507936507936,0.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.09523809523809523,0.07142857142857142,0.031746031746031744,0.023809523809523808,0.15873015873015872,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.007936507936507936
Exp1_Human,sub-001,hum,empathy,social,1,123,0,5,0,1,0,0,0,0,0,3,3,1,9,11,6,2,19,2,7,2,0,0,0,11,0.47945,0.17650000000000002,0.0575,0.7655,3.0,4.0,0.04065040650406504,0.0,0.008130081300813009,0.0,0.0,0.024390243902439025,0.024390243902439025,0.008130081300813009,0.07317073170731707,0.08943089430894309,0.04878048780487805,0.016260162601626018,0.15447154471544716,0.016260162601626018,0.056910569105691054,0.016260162601626018,0.0,0.0,0.0,0.08943089430894309
Exp1_Human,sub-001,hum,food,nonsocial,0,163,1,7,1,2,1,0,0,1,0,3,3,4,12,14,7,7,24,1,2,3,0,2,0,8,0.88615,0.1875,0.061,0.7515000000000001,4.0,4.0,0.04294478527607362,0.006134969325153374,0.012269938650306749,0.006134969325153374,0.0,0.018404907975460124,0.018404907975460124,0.024539877300613498,0.0736196319018405,0.08588957055214724,0.04294478527607362,0.04294478527607362,0.147239263803681,0.006134969325153374,0.012269938650306749,0.018404907975460124,0.0,0.012269938650306749,0.0,0.049079754601226995
Exp1_Human,sub-001,hum,goals,social,1,142,0,1,4,0,0,0,0,0,1,2,3,0,4,9,8,4,14,3,3,2,1,0,0,9,0.46075,0.0775,0.032,0.891,3.0,3.0,0.007042253521126761,0.028169014084507043,0.0,0.0,0.007042253521126761,0.014084507042253521,0.02112676056338028,0.0,0.028169014084507043,0.06338028169014084,0.056338028169014086,0.028169014084507043,0.09859154929577464,0.02112676056338028,0.02112676056338028,0.014084507042253521,0.007042253521126761,0.0,0.0,0.06338028169014084
Exp1_Human,sub-001,hum,hobbies,social,1,155,0,4,2,0,0,0,0,0,0,0,0,1,8,8,6,2,15,1,4,0,0,0,0,5,0.7713,0.1815,0.032,0.7865,4.0,3.0,0.025806451612903226,0.012903225806451613,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.05161290322580645,0.05161290322580645,0.03870967741935484,0.012903225806451613,0.0967741935483871,0.0064516129032258064,0.025806451612903226,0.0,0.0,0.0,0.0,0.03225806451612903
Exp1_Human,sub-001,hum,nature,nonsocial,0,125,1,3,1,0,0,0,0,0,0,0,0,2,8,10,8,3,18,2,0,1,0,0,0,3,0.8249333333333334,0.224,0.014666666666666666,0.7613333333333333,2.0,2.0,0.024,0.008,0.0,0.0,0.0,0.0,0.0,0.016,0.064,0.08,0.064,0.024,0.144,0.016,0.0,0.008,0.0,0.0,0.0,0.024
Exp1_Human,sub-001,hum,networks,social,1,115,0,3,1,1,0,0,0,0,0,1,1,0,6,7,4,2,12,0,2,0,0,0,0,2,0.8293,0.20800000000000002,0.049999999999999996,0.742,3.0,2.0,0.02608695652173913,0.008695652173913044,0.008695652173913044,0.0,0.0,0.008695652173913044,0.008695652173913044,0.0,0.05217391304347826,0.06086956521739131,0.034782608695652174,0.017391304347826087,0.10434782608695652,0.0,0.017391304347826087,0.0,0.0,0.0,0.0,0.017391304347826087
Exp1_Human,sub-001,hum,podcasts,nonsocial,0,139,0,5,3,0,1,0,0,1,1,1,2,3,14,4,5,8,16,1,4,1,0,0,0,6,0.9048,0.273,0.042,0.685,3.0,4.0,0.03597122302158273,0.02158273381294964,0.0,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.014388489208633094,0.02158273381294964,0.10071942446043165,0.02877697841726619,0.03597122302158273,0.05755395683453238,0.11510791366906475,0.007194244604316547,0.02877697841726619,0.007194244604316547,0.0,0.0,0.0,0.04316546762589928
Exp1_Human,sub-001,hum,social_media,social,1,189,0,5,0,0,0,0,0,0,0,0,0,3,9,12,8,3,20,1,1,0,0,4,0,6,0.8875,0.14700000000000002,0.042499999999999996,0.8105,4.0,4.0,0.026455026455026454,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.047619047619047616,0.06349206349206349,0.042328042328042326,0.015873015873015872,0.10582010582010581,0.005291005291005291,0.005291005291005291,0.0,0.0,0.021164021164021163,0.0,0.031746031746031744
Exp1_Human,sub-001,hum,space,nonsocial,0,110,0,2,2,1,1,0,0,1,1,4,5,0,12,7,3,4,17,2,7,3,0,1,0,13,0.7,0.16749999999999998,0.053,0.7795,4.0,3.0,0.01818181818181818,0.01818181818181818,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.03636363636363636,0.045454545454545456,0.0,0.10909090909090909,0.06363636363636363,0.02727272727272727,0.03636363636363636,0.15454545454545454,0.01818181818181818,0.06363636363636363,0.02727272727272727,0.0,0.00909090909090909,0.0,0.11818181818181818
Exp1_Human,sub-001,hum,sports,nonsocial,0,135,1,3,3,1,1,0,0,1,0,1,1,1,10,6,4,5,15,0,3,4,0,1,0,8,0.9214,0.2145,0.0,0.7855000000000001,3.0,2.0,0.022222222222222223,0.022222222222222223,0.007407407407407408,0.007407407407407408,0.0,0.007407407407407408,0.007407407407407408,0.007407407407407408,0.07407407407407407,0.044444444444444446,0.02962962962962963,0.037037037037037035,0.1111111111111111,0.0,0.022222222222222223,0.02962962962962963,0.0,0.007407407407407408,0.0,0.05925925925925926
Exp1_Human,sub-001,hum,travel,nonsocial,0,180,1,5,2,1,3,0,0,3,0,2,2,1,14,10,6,3,21,2,1,0,1,0,0,4,0.9702,0.275,0.0605,0.665,3.0,2.0,0.027777777777777776,0.011111111111111112,0.005555555555555556,0.016666666666666666,0.0,0.011111111111111112,0.011111111111111112,0.005555555555555556,0.07777777777777778,0.05555555555555555,0.03333333333333333,0.016666666666666666,0.11666666666666667,0.011111111111111112,0.005555555555555556,0.0,0.005555555555555556,0.0,0.0,0.022222222222222223
Exp1_Human,sub-001,hum,trust,social,1,184,0,0,6,0,0,0,0,0,0,1,1,0,6,6,8,3,12,5,4,1,1,0,0,11,0.86,0.1775,0.0625,0.76,3.0,4.0,0.0,0.03260869565217391,0.0,0.0,0.0,0.005434782608695652,0.005434782608695652,0.0,0.03260869565217391,0.03260869565217391,0.043478260869565216,0.016304347826086956,0.06521739130434782,0.02717391304347826,0.021739130434782608,0.005434782608695652,0.005434782608695652,0.0,0.0,0.059782608695652176
Exp1_Human,sub-001,hum,weather,nonsocial,0,119,2,4,1,2,0,0,0,0,0,0,0,4,5,6,3,4,12,2,5,3,0,1,0,11,0.47335000000000005,0.2995,0.08750000000000001,0.613,4.0,4.0,0.03361344537815126,0.008403361344537815,0.01680672268907563,0.0,0.0,0.0,0.0,0.03361344537815126,0.04201680672268908,0.05042016806722689,0.025210084033613446,0.03361344537815126,0.10084033613445378,0.01680672268907563,0.04201680672268908,0.025210084033613446,0.0,0.008403361344537815,0.0,0.09243697478991597
Exp1_Human,sub-001,hum,work_life,social,1,148,0,2,3,0,0,0,0,0,0,0,0,0,7,10,6,2,16,1,2,1,0,2,0,6,-0.15549999999999997,0.0865,0.10400000000000001,0.8095,4.0,4.0,0.013513513513513514,0.02027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0472972972972973,0.06756756756756757,0.04054054054054054,0.013513513513513514,0.10810810810810811,0.006756756756756757,0.013513513513513514,0.006756756756756757,0.0,0.013513513513513514,0.0,0.04054054054054054
Exp1_Human,sub-002,bot,architecture,nonsocial,0,63,0,2,1,0,0,0,0,0,0,1,1,2,3,1,0,3,4,0,4,1,0,0,0,5,0.4704,0.1425,0.0,0.8574999999999999,2.0,3.0,0.031746031746031744,0.015873015873015872,0.0,0.0,0.0,0.015873015873015872,0.015873015873015872,0.031746031746031744,0.047619047619047616,0.015873015873015872,0.0,0.047619047619047616,0.06349206349206349,0.0,0.06349206349206349,0.015873015873015872,0.0,0.0,0.0,0.07936507936507936
Exp1_Human,sub-002,bot,cultural_celebrations,social,1,77,1,2,0,0,0,0,0,0,0,5,5,2,2,2,0,2,6,1,2,2,0,0,0,5,-0.3612,0.091,0.14,0.769,1.0,1.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.06493506493506493,0.06493506493506493,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.0,0.025974025974025976,0.07792207792207792,0.012987012987012988,0.025974025974025976,0.025974025974025976,0.0,0.0,0.0,0.06493506493506493
Exp1_Human,sub-002,bot,exercise,nonsocial,0,181,0,7,1,0,0,0,0,0,0,2,2,6,11,10,7,7,21,2,1,1,0,1,0,5,0.6710499999999999,0.179,0.0545,0.7665,4.0,3.0,0.03867403314917127,0.0055248618784530384,0.0,0.0,0.0,0.011049723756906077,0.011049723756906077,0.03314917127071823,0.06077348066298342,0.055248618784530384,0.03867403314917127,0.03867403314917127,0.11602209944751381,0.011049723756906077,0.0055248618784530384,0.0055248618784530384,0.0,0.0055248618784530384,0.0,0.027624309392265192
Exp1_Human,sub-002,bot,family,social,1,159,0,5,2,0,0,0,0,0,0,1,1,5,12,7,7,7,19,0,3,0,0,0,0,3,0.9852,0.193,0.0,0.807,3.0,3.0,0.031446540880503145,0.012578616352201259,0.0,0.0,0.0,0.006289308176100629,0.006289308176100629,0.031446540880503145,0.07547169811320754,0.0440251572327044,0.0440251572327044,0.0440251572327044,0.11949685534591195,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.018867924528301886
Exp1_Human,sub-002,bot,fashion,nonsocial,0,163,0,7,4,0,0,0,0,0,0,2,2,3,12,8,5,7,22,5,6,2,0,0,0,13,-0.7816,0.074,0.123,0.803,3.0,2.0,0.04294478527607362,0.024539877300613498,0.0,0.0,0.0,0.012269938650306749,0.012269938650306749,0.018404907975460124,0.0736196319018405,0.049079754601226995,0.03067484662576687,0.04294478527607362,0.13496932515337423,0.03067484662576687,0.03680981595092025,0.012269938650306749,0.0,0.0,0.0,0.07975460122699386
Exp1_Human,sub-002,bot,friendship,social,1,122,0,4,3,0,0,1,0,1,0,2,2,3,7,7,6,6,14,0,6,1,0,1,0,8,0.9806,0.252,0.0,0.748,3.0,2.0,0.03278688524590164,0.02459016393442623,0.0,0.00819672131147541,0.0,0.01639344262295082,0.01639344262295082,0.02459016393442623,0.05737704918032787,0.05737704918032787,0.04918032786885246,0.04918032786885246,0.11475409836065574,0.0,0.04918032786885246,0.00819672131147541,0.0,0.00819672131147541,0.0,0.06557377049180328
Exp1_Human,sub-002,bot,gardening,nonsocial,0,127,0,7,5,0,0,0,0,0,0,1,1,4,12,10,5,9,21,1,5,2,0,2,0,10,0.1664,0.21150000000000002,0.0455,0.743,3.0,2.0,0.05511811023622047,0.03937007874015748,0.0,0.0,0.0,0.007874015748031496,0.007874015748031496,0.031496062992125984,0.09448818897637795,0.07874015748031496,0.03937007874015748,0.07086614173228346,0.16535433070866143,0.007874015748031496,0.03937007874015748,0.015748031496062992,0.0,0.015748031496062992,0.0,0.07874015748031496
Exp1_Human,sub-002,bot,hobbies,social,1,191,0,3,3,0,0,0,0,0,1,0,1,0,9,10,11,3,21,1,4,0,0,0,0,5,0.9309000000000001,0.1895,0.0155,0.795,4.0,3.0,0.015706806282722512,0.015706806282722512,0.0,0.0,0.005235602094240838,0.0,0.005235602094240838,0.0,0.04712041884816754,0.05235602094240838,0.05759162303664921,0.015706806282722512,0.1099476439790576,0.005235602094240838,0.020942408376963352,0.0,0.0,0.0,0.0,0.02617801047120419
Exp1_Human,sub-002,bot,mentorship,social,1,124,0,1,6,0,0,0,0,0,0,0,0,1,11,7,5,7,17,0,6,1,0,1,0,8,0.9579,0.177,0.024,0.799,3.0,3.0,0.008064516129032258,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.08870967741935484,0.056451612903225805,0.04032258064516129,0.056451612903225805,0.13709677419354838,0.0,0.04838709677419355,0.008064516129032258,0.0,0.008064516129032258,0.0,0.06451612903225806
Exp1_Human,sub-002,bot,movies,nonsocial,0,232,0,11,3,0,0,0,0,0,2,6,8,5,13,9,10,10,24,1,7,1,0,0,0,9,0.88305,0.1485,0.040499999999999994,0.8105,4.0,4.0,0.04741379310344827,0.01293103448275862,0.0,0.0,0.008620689655172414,0.02586206896551724,0.034482758620689655,0.021551724137931036,0.05603448275862069,0.03879310344827586,0.04310344827586207,0.04310344827586207,0.10344827586206896,0.004310344827586207,0.03017241379310345,0.004310344827586207,0.0,0.0,0.0,0.03879310344827586
Exp1_Human,sub-002,bot,nature,nonsocial,0,129,0,5,2,0,0,0,0,0,0,3,3,2,9,6,5,6,17,0,2,2,0,3,0,7,0.66215,0.156,0.0295,0.8145,2.0,2.0,0.03875968992248062,0.015503875968992248,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.015503875968992248,0.06976744186046512,0.046511627906976744,0.03875968992248062,0.046511627906976744,0.13178294573643412,0.0,0.015503875968992248,0.015503875968992248,0.0,0.023255813953488372,0.0,0.05426356589147287
Exp1_Human,sub-002,bot,networks,social,1,150,0,4,4,0,1,0,0,1,0,4,4,0,6,10,7,5,17,5,8,1,0,2,0,16,0.8573,0.149,0.069,0.782,3.0,3.0,0.02666666666666667,0.02666666666666667,0.0,0.006666666666666667,0.0,0.02666666666666667,0.02666666666666667,0.0,0.04,0.06666666666666667,0.04666666666666667,0.03333333333333333,0.11333333333333333,0.03333333333333333,0.05333333333333334,0.006666666666666667,0.0,0.013333333333333334,0.0,0.10666666666666667
