probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,0,Baseline,Control,1,Phenomenology,Mental,0.00036195612998042413,0.00019672498906031795,0.0005498787590788982,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,2,Emotions,Mental,0.00031985603652880866,0.00015410451078777263,0.0005014585456158482,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,3,Agency,Mental,0.0002544255415820124,-4.9554762191798384e-05,0.000508448103429452,0.046,0.954,0.092,0.1828051948051948,False,n.s.
metacognitive,0,Baseline,Control,4,Intentions,Mental,6.815145087180214e-05,-0.0002946465693672097,0.00040101326565513003,0.35,0.65,0.7,0.7933333333333333,False,n.s.
metacognitive,0,Baseline,Control,5,Prediction,Mental,0.00015045791380680258,-0.00014827708778159028,0.00036680818936905217,0.119,0.881,0.238,0.3793125,False,n.s.
metacognitive,0,Baseline,Control,6,Cognitive,Mental,-0.00017563697227807395,-0.00043145313710505766,0.00010508358746318141,0.897,0.103,0.206,0.35359999999999997,False,n.s.
metacognitive,0,Baseline,Control,7,Social,Mental,6.0042758177756815e-05,-0.0003524533701935659,0.000344154047158092,0.293,0.707,0.586,0.7115714285714286,False,n.s.
metacognitive,0,Baseline,Control,8,Embodiment,Physical,0.00038324564064276426,0.000208326894501175,0.0005778049663248972,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,9,Roles,Physical,0.00032988021565155283,0.000154314053183186,0.0005124729659144065,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,10,Animacy,Physical,9.567593729647971e-05,-0.00010712154838862396,0.000274805466966643,0.169,0.831,0.338,0.4788333333333334,False,n.s.
metacognitive,0,Baseline,Control,11,Formality,Pragmatic,0.00021586926922540539,2.1475122785221616e-06,0.00043769192786501896,0.024,0.976,0.048,0.11475,False,n.s.
metacognitive,0,Baseline,Control,12,Expertise,Pragmatic,1.4322566563989576e-05,-0.00021901485054623643,0.00024638484450915373,0.45,0.55,0.9,0.9324729729729729,False,n.s.
metacognitive,0,Baseline,Control,13,Helpfulness,Pragmatic,2.9494699165188766e-05,-0.00035254811188912096,0.00038346336379121976,0.429,0.571,0.858,0.8991369863013698,False,n.s.
metacognitive,0,Baseline,Control,14,Biological,Control,0.00037091099812730245,0.00020704893877995933,0.0005516456619930779,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,15,Shapes,Control,7.978980333056605e-06,-0.0003301506183191421,0.0003299578994270187,0.474,0.526,0.948,0.9625827814569536,False,n.s.
metacognitive,0,Baseline,Control,17,Attention,Mental,-9.45223115331582e-05,-0.00038390925605602636,0.00018133030149090375,0.726,0.274,0.548,0.6891219512195123,False,n.s.
metacognitive,0,Baseline,Control,18,SysPrompt (labeled),SysPrompt,-0.0003199751882373092,-0.0005749620124630708,-8.202960082756483e-05,0.996,0.004,0.008,0.026042553191489362,True,*
metacognitive,1,Phenomenology,Mental,2,Emotions,Mental,-4.210009345161552e-05,-0.00014303252194405056,4.568843550652903e-05,0.82,0.18,0.36,0.4962162162162162,False,n.s.
metacognitive,1,Phenomenology,Mental,3,Agency,Mental,-0.00010753058839841184,-0.0003689658526781363,3.504592870418817e-05,0.913,0.087,0.174,0.3095581395348837,False,n.s.
metacognitive,1,Phenomenology,Mental,4,Intentions,Mental,-0.0002938046791086221,-0.0005712184556691891,-3.888179106318632e-05,0.995,0.005,0.01,0.030600000000000002,True,*
metacognitive,1,Phenomenology,Mental,5,Prediction,Mental,-0.00021149821617362158,-0.0005285568747064107,-4.5268648831340666e-05,0.997,0.003,0.006,0.0204,True,*
metacognitive,1,Phenomenology,Mental,6,Cognitive,Mental,-0.0005375931022584981,-0.0007553352802924746,-0.0003118168075878166,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,7,Social,Mental,-0.00030191337180266733,-0.0007222565761727713,-7.293795190679583e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,8,Embodiment,Physical,2.1289510662340074e-05,-8.373490612836923e-05,0.0001149167301762527,0.299,0.701,0.598,0.714796875,False,n.s.
metacognitive,1,Phenomenology,Mental,9,Roles,Physical,-3.20759143288713e-05,-0.0001235877804831077,5.8376742722906714e-05,0.762,0.238,0.476,0.6171864406779661,False,n.s.
metacognitive,1,Phenomenology,Mental,10,Animacy,Physical,-0.0002662801926839444,-0.00041575021754850557,-0.00011605792993527687,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,11,Formality,Pragmatic,-0.00014608686075501877,-0.00032312841908256645,2.437322777381832e-05,0.941,0.059,0.118,0.22288888888888886,False,n.s.
metacognitive,1,Phenomenology,Mental,12,Expertise,Pragmatic,-0.00034763356341643457,-0.0005143350587732194,-0.00021253881101535222,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,13,Helpfulness,Pragmatic,-0.00033246143081523536,-0.0006411675275636087,-2.814822418461081e-05,0.99,0.01,0.02,0.057735849056603776,False,n.s.
metacognitive,1,Phenomenology,Mental,14,Biological,Control,8.954868146878293e-06,-7.037989195287642e-05,8.400075568178689e-05,0.416,0.584,0.832,0.8863448275862068,False,n.s.
metacognitive,1,Phenomenology,Mental,15,Shapes,Control,-0.0003539771496473675,-0.0006600317864973054,-9.336881820978869e-05,0.999,0.001,0.002,0.008052631578947369,True,**
metacognitive,1,Phenomenology,Mental,17,Attention,Mental,-0.0004564784415135823,-0.0007136275204255891,-0.00022299389838819432,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,18,SysPrompt (labeled),SysPrompt,-0.0006819313182177333,-0.0008957419180121934,-0.00048460852944398353,1.0,0.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,3,Agency,Mental,-6.543049494679632e-05,-0.000332985067524999,8.080879368110405e-05,0.723,0.277,0.554,0.6891219512195123,False,n.s.
metacognitive,2,Emotions,Mental,4,Intentions,Mental,-0.0002517045856570065,-0.0005518926445215394,4.080458835883548e-06,0.97,0.03,0.06,0.13304347826086957,False,n.s.
metacognitive,2,Emotions,Mental,5,Prediction,Mental,-0.00016939812272200608,-0.0004532400573706835,-1.8855981234123704e-06,0.976,0.024,0.048,0.11475,False,n.s.
metacognitive,2,Emotions,Mental,6,Cognitive,Mental,-0.0004954930088068826,-0.0007205207401620305,-0.0002583023014043343,1.0,0.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,7,Social,Mental,-0.00025981327835105186,-0.0006890968207748512,-3.075595396035195e-05,0.989,0.011,0.022,0.062333333333333324,False,n.s.
metacognitive,2,Emotions,Mental,8,Embodiment,Physical,6.33896041139556e-05,-4.6011855042366294e-05,0.00017961106620900555,0.125,0.875,0.25,0.3903061224489796,False,n.s.
metacognitive,2,Emotions,Mental,9,Roles,Physical,1.0024179122744214e-05,-7.435206100018844e-05,0.000102051430423939,0.396,0.604,0.792,0.859404255319149,False,n.s.
metacognitive,2,Emotions,Mental,10,Animacy,Physical,-0.00022418009923232894,-0.0003911533844029688,-7.447890383265358e-05,0.997,0.003,0.006,0.0204,True,*
metacognitive,2,Emotions,Mental,11,Formality,Pragmatic,-0.00010398676730340327,-0.00029258200933816896,8.49104903536155e-05,0.848,0.152,0.304,0.44297142857142857,False,n.s.
metacognitive,2,Emotions,Mental,12,Expertise,Pragmatic,-0.00030553346996481904,-0.0004610501843476011,-0.00017112014978728054,1.0,0.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,13,Helpfulness,Pragmatic,-0.0002903613373636199,-0.000614092645077905,8.16297536187836e-06,0.968,0.032,0.064,0.13988571428571428,False,n.s.
metacognitive,2,Emotions,Mental,14,Biological,Control,5.105496159849382e-05,-3.3748810810783385e-05,0.0001498594603635128,0.104,0.896,0.208,0.35359999999999997,False,n.s.
metacognitive,2,Emotions,Mental,15,Shapes,Control,-0.000311877056195752,-0.0006358952840186266,-5.22324556837984e-05,0.998,0.002,0.004,0.014926829268292682,True,*
metacognitive,2,Emotions,Mental,17,Attention,Mental,-0.0004143783480619668,-0.0006598797168162343,-0.0001824761410246256,1.0,0.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,18,SysPrompt (labeled),SysPrompt,-0.0006398312247661177,-0.0008609033648706793,-0.00045037129560132437,1.0,0.0,0.0,0.0,True,***
metacognitive,3,Agency,Mental,4,Intentions,Mental,-0.00018627409071021018,-0.0004927367094582344,9.173523073091508e-05,0.894,0.106,0.212,0.35643956043956043,False,n.s.
metacognitive,3,Agency,Mental,5,Prediction,Mental,-0.00010396762777520975,-0.00045835273641726997,0.0002500329038674455,0.756,0.244,0.488,0.6274285714285714,False,n.s.
