question_idx,question,condition,transcript_sub,word_count,question_count,demir_modal_count,demir_modal_rate,demir_verb_count,demir_verb_rate,demir_adverb_count,demir_adverb_rate,demir_adjective_count,demir_adjective_rate,demir_quantifier_count,demir_quantifier_rate,demir_noun_count,demir_noun_rate,demir_total_count,demir_total_rate,fung_interpersonal_count,fung_interpersonal_rate,fung_referential_count,fung_referential_rate,fung_structural_count,fung_structural_rate,fung_cognitive_count,fung_cognitive_rate,fung_total_count,fung_total_rate,nonfluency_count,nonfluency_rate,liwc_filler_count,liwc_filler_rate,disfluency_count,disfluency_rate,tom_count,tom_rate,polite_pos,polite_neg,impolite,politeness_score,politeness_rate,like_count,like_rate,sentiment
0,I've been feeling really stressed lately. What should I do?,baseline,"Oh no, it sounds like you're going through a tough time! 😔 I'm here to help, and I want you to know that you're not alone. 💕 Stress can be overwhelming, but there are many things you can do to manage it. 🌟

First, let's take a deep breath together and focus on the present moment. 👏 Sometimes, taking a step back and acknowledging your feelings can help you feel more grounded. 🌱

Next, I want to suggest a few strategies that might help you feel more relaxed and centered. 💆‍♀️ Have you tried exercising, meditation, or talking to a trusted friend or family member? These can be great ways to release tension and gain perspective. 💪🏼🙏

Additionally, it might be helpful to prioritize self-care and do things that bring you joy and comfort. 🥰 Maybe that means taking a relaxing bath, reading a good book, or watching your favorite movie. 📚🍿🍫

Remember, it's okay to feel overwhelmed, and it's important to be kind to yourself as you navigate these emotions. 💕 You are strong and capable, and you can get through this! 💪🏼

Is there anything else you'd like to talk about or any specific questions you have? I'm here to listen and help in any way I can. 💕",211,2,8,0.037914691943127965,4,0.018957345971563982,2,0.009478672985781991,0,0.0,2,0.009478672985781991,0,0.0,16,0.07582938388625593,6,0.02843601895734597,16,0.07582938388625593,14,0.06635071090047394,2,0.009478672985781991,20,0.0947867298578199,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,1,0.004739336492890996,2,0.009478672985781991,0.9979
0,I've been feeling really stressed lately. What should I do?,human,Of of of of of of of of of of of of of of of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of,768,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
0,I've been feeling really stressed lately. What should I do?,ai,"as asustvar cutting cutting asTL prees as as cutting concerns cutting- cutting cutting as concerns and pre pre preputation material cutting as cutting cutting as cutting material material cutting cutting and material as cutting cutting as cutting preit concerns cutting cutting cutting cutting concerns as concerns concerns cutting cutting cutting material cutting concerns as concerns cutting cutting cutting cutting cutting as concerns cutting cutting materiales cutting cutting cutting cutting cutting as pre concerns material cutting cutting cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting as concerns cutting cutting material cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting material cutting cutting material cutting cutting cutting as concerns cutting cutting as cutting and material as cutting material cutting cutting cutting as as concerns cutting cutting cutting as cutting.
re material cutting cutting and cutting material cutting cutting material cutting cutting as cutting cutting cutting cutting material cutting cutting cutting cutting cutting cutting as cutting material cutting material cutting cutting cutting cutting cutting as as cutting cutting cutting cutting cutting as cutting cutting cutting as as concerns cutting cutting cutting cutting as cutting cutting material cutting cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting as cutting cutting cutting as cutting cutting material cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting as cutting cutting material cutting cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting as cutting material cutting cutting cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting cutting as concerns cutting cutting cutting cutting material cutting as cutting cutting cutting cutting cutting cutting as cutting cutting cutting as cutting material cutting cutting cutting cutting material cutting cutting as cutting material cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting material cutting as cutting cutting cutting cutting cutting cutting as cutting cutting cutting material cutting cutting as cutting cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting as asvarTLin material cutting cutting cutting cutting cutting cutting material cutting cutting cutting cutting as cutting cutting cutting cutting materiales. material cutting cutting cutting cutting cutting as cutting as cutting cutting as as cutting material cutting cutting cutting cutting cutting cutting as cutting cutting cutting material cutting cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting as cutting cutting cutting cutting material cutting as cutting cutting cutting cutting cutting material cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting as cutting cutting material cutting cutting as cutting cutting material cutting cutting as cutting as cutting cutting cutting cutting as cutting cutting cutting cutting cutting as cutting cutting cutting material cutting as cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting as cutting cutting cutting cutting material as material cutting cutting cutting cutting cutting material cutting cutting cutting cutting cutting as cutting cutting as cutting cutting cutting material cutting cutting as cutting cutting cutting material material cutting cutting as cutting cutting cutting as cutting cutting as cutting cutting cutting as cutting cutting material cutting cutting cutting cutting material cutting cutting cutting cutting as cutting cutting cutting cutting cutting material as cutting cutting as cutting cutting cutting cutting cutting cutting cutting cutting as cutting as cutting material cutting as cutting cutting cutting cutting cutting as cutting cutting cutting cutting material cutting as cutting cutting cutting material material material cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting as cutting cutting material as cutting cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting material cutting cutting as cutting cutting cutting material cutting as cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting as cutting material asvares material as cutting cutting cutting cutting cutting material as ases. material cutting cutting cutting cutting as cutting cutting material cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting as cutting cutting cutting material as as cutting cutting cutting as cutting material cutting cutting as cutting as cutting material cutting cutting cutting as cutting cutting cutting as cutting material cutting cutting cutting material cutting as cutting cutting as cutting as cutting cutting cutting cutting cutting as cutting cutting cutting material as cutting cutting cutting cutting as cutting cutting material cutting material as cutting as ases cutting material as material cutting cutting cutting material as cutting",748,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0053475935828877,4,0.0053475935828877,0,0.0,4,0.0053475935828877,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,-0.9999
1,How do I deal with a friend who keeps canceling plans?,baseline,"Oh no! It can be super frustrating when a friend keeps canceling plans, especially if it's something you were looking forward to. Here are some tips on how to deal with the situation:

1. Communicate your feelings: Let your friend know how you feel about the constant cancellations. Be honest and open, but also be respectful and avoid being accusatory. Use ""I"" statements instead of ""you"" statements, which can come across as blaming. For example, you could say, ""I feel disappointed and frustrated when our plans get canceled at the last minute. It makes me feel like I'm not a priority.""
2. Set clear expectations: Talk to your friend about your expectations for their commitment to your plans. Let them know that you understand things come up, but you also need some reliability and consistency in your friendship. You could say, ""Hey, I know life gets busy, but I'd appreciate it if we could make a more solid plan and stick to it. Can we try to do that from now on?""
3. Offer alternatives: If your friend is constantly canceling plans because of work or other obligations, suggest alternative times or activities that might be more feasible for them. For example, you could say, ""I know you're always busy on weeknights, but what about meeting up on the weekend? Or we could try a different activity that's more flexible, like going for a hike or grabbing brunch.""
4. Set boundaries: If your friend's constant cancellations are causing you stress or inconvenience, it's important to set boundaries. Let them know what you're willing and able to do, and what you're not. You could say, ""I'm happy to hang out with you, but I need you to give me more notice if you need to cancel. I can't always drop everything at the last minute.""
5. Re-evaluate the friendship: If your friend's constant cancellations are causing you more harm than good, it may be time to re-evaluate the friendship. It's okay to prioritize your own time and energy, and to surround yourself with people who respect your boundaries and values.

Remember, communication is key in any friendship. By talking openly and honestly with your friend, you may be able to find a solution that works for both of you.",378,2,13,0.03439153439153439,7,0.018518518518518517,3,0.007936507936507936,0,0.0,0,0.0,0,0.0,23,0.06084656084656084,4,0.010582010582010581,22,0.0582010582010582,14,0.037037037037037035,2,0.005291005291005291,31,0.082010582010582,0,0.0,0,0.0,0,0.0,1,0.0026455026455026454,2,0,1,1,0.0026455026455026454,2,0.005291005291005291,0.9962
1,How do I deal with a friend who keeps canceling plans?,human,Of  certainly of Of of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of,766,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.34
1,How do I deal with a friend who keeps canceling plans?,ai,",store asvarregaes asvarre asror concerns asreg pre materialTLTL flag materialTLTL materialre material
 operator store asvarre codesin asvarvara concernsre cutting cuttingvarrevar flag ases asrors as concerns cutting material cuttingTL cutting material asines cutting cutting cutting as cutting material operator cutting materialstore asvarre asvarvar concerned flag cutting material cuttingTL as ConcTAGs flag cutting material cutting Store Store flag cutting cutting material flag cutting material cutting materiales cutting as material cutting material materialvar cutting material store cutting material Flag cutting cutting material materialTL code material cutting cutting cutting cutting material cutting cutting material cutting material cutting cutting cutting material operator material cutting material materialre materialrevar pre material coding codevar codees cutting material cutting material cutting material cutting codes pre operator Store cutting materialTL cutting material materialre cutting material cutting material andes cutting andesvarror as concerns material cutting as cutting material cutting cutting and flag cutting material cutting store cutting material cutting as material cutting as cutting material cutting material cutting materiales cutting as operator flag cutting cuttingTL cutting material cutting cutting cutting material cutting cutting cutting cutting material cutting material as concerns cutting material as cutting cutting and cutting material cutting material cutting material cutting material cutting material cutting material cutting cutting material cutting material cutting cutting material cutting material flag as cutting material cutting cutting material cutting cuttingTL flag cutting material flagstore store cutting material materialinre cutting store cuttingstore cuttingstore cutting material codes coding material materiales cutting cutting concerns as cutting cutting concerns store code cutting codes flag store cutting flag material cutting as cutting material cutting store as cutting material as cutting material cutting asvar material cutting material Store flag cutting material Store Flag cutting material as cutting cutting cutting material cutting material flag cutting material flag store cutting material as cutting material cutting as cutting material cutting and operator code cutting material as cutting cutting material store cutting material cutting cutting cutting material cutting cutting cutting material cutting material cutting material as cutting cutting as cutting material material cutting material cutting material cutting material cutting material cutting cutting cutting material cutting material cutting as cutting as material cutting material cutting material cutting as cutting material cutting material cutting as cutting material cutting material as cutting material as cutting material cutting material cutting material as cutting material cutting material cutting as cutting material cutting material as cutting material cutting material cutting as cutting material material cutting material as material cutting material cutting store as concerns code flag material cutting material cutting material and flag material cutting cutting cutting material cutting material cutting material cutting cutting cutting material flag cutting material cutting cutting material flagstore as concerns materiales material cutting cutting as cutting cutting cutting material cutting material cutting material cutting cutting material cutting andesvarror codees cutting material cutting material cutting material flag store as pre as cutting as material cutting codes cutting material flag cutting material cutting material store cutting as operator cutting cutting material cutting cutting cutting material cutting material cutting material cutting material cutting material cutting as cutting material flag cutting material as cutting as store cutting material cutting material store as cutting material cutting material as cutting material cutting material as cutting material as cutting material cutting as cutting material as cutting material cutting as cutting material cutting material as cutting material as cutting material cutting material cutting as cutting material flag as cutting material cutting material flagstore as material cutting material cutting material cutting pre material cutting cutting material cutting cutting material material material cutting material cutting material cutting material flag as material cutting cutting material as cutting material cutting and store cutting material cutting material store as material cutting material store as cutting material cutting material cutting cutting material cutting material cutting material cutting andesvarror as cutting material cutting store cutting material cutting as material cutting cutting material cutting material flag cutting material cutting material cutting code store as cutting material cutting material cutting material flag cutting material cutting store flag store as cutting material as cutting material cutting material cutting material cutting material cutting andes var flag Flag as flag store cutting material as operator cutting material cutting material cutting material flag store as flag cutting material cutting material as",695,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.007194244604316547,5,0.007194244604316547,0,0.0,5,0.007194244604316547,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,-0.9996
2,What's the best way to cheer someone up when they're sad?,baseline,"Oh my, it sounds like you're going through a tough time! 😔 As a helpful, respectful, and honest assistant, I'm here to offer you some support and suggestions on how to cheer up when you're feeling down.

Firstly, it's important to acknowledge and validate your emotions. It's okay to feel sad, and it's important to allow yourself to feel and process your emotions. Sometimes, simply acknowledging your feelings and giving yourself permission to feel them can help you feel better.

Here are some other things that might help you feel better:

1. Connect with a friend or loved one: Talking to someone you trust and care about can help you feel heard, understood, and supported. Even just a quick phone call or text can make a big difference.
2. Get moving: Exercise releases endorphins, which are chemicals in your brain that act as natural painkillers and mood elevators. Even a short walk or some light stretching can help.
3. Practice self-care: Take some time to do something that nurtures your mind, body, and soul. This could be taking a relaxing bath, reading a book, or practicing meditation or deep breathing exercises.
4. Get outside: Spending time in nature can be uplifting and calming. Even a short walk in a park or a few minutes of sitting in a garden can help.
5. Do something you enjoy: Engage in an activity that brings you pleasure and makes you feel good. This could be listening to music, painting, or cooking a favorite meal.
6. Practice gratitude: Reflect on the things in your life that you're grateful for. Focusing on the positive aspects of your life can help shift your perspective and improve your mood.
7. Get enough sleep: Lack of sleep can exacerbate feelings of sadness and negativity. Aim for 7-8 hours of sleep each night to help you feel rested and refreshed.
8. Try aromatherapy: Certain scents, such as lavender and vanilla, have been shown to have a calming and uplifting effect on mood. You could try using essential oils in a diffuser or applying them to your skin.
9. Seek professional help: If you're struggling with persistent feelings of sadness or if you're experiencing other symptoms such as a lack of motivation or changes in appetite, it may be helpful to speak with a mental health professional. They can provide you with additional support and coping strategies.

Remember, it's okay to feel sad sometimes, and it's important to be kind and compassionate to yourself as you work through your emotions. Sending you lots of love and support! 💕",428,0,14,0.03271028037383177,15,0.035046728971962614,3,0.007009345794392523,0,0.0,2,0.004672897196261682,0,0.0,34,0.0794392523364486,5,0.011682242990654205,31,0.07242990654205607,24,0.056074766355140186,1,0.002336448598130841,36,0.08411214953271028,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,1,0.002336448598130841,0.9987
2,What's the best way to cheer someone up when they're sad?,human,Oh of course Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of Of,767,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.001303780964797914,0,0.0,0,0.0,0,0.0,1,0.001303780964797914,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
2,What's the best way to cheer someone up when they're sad?,ai,"store cutting cutting as concerns-reg asre ases mitinesing flagFlaginesitreg cutting cutting as concerns cutting cutting cutting concerns cutting cutting cutting cutting cutting concerns as asregvies cutting cutting cutting as codeses cutting as concerns code cutting cutting cutting as asialit cutting concerns, as ases concerned cutting cutting cutting cutting cutting cutting andFlag storees store concerns Flag cutting cutting asre concerns as cutting cutting as cutting cutting cutting andvaresreging commands Flag concerns cutting as concerns flag cutting cutting as codes commands as cutting cutting cutting cutting cutting store ases cutting cutting as codes cutting cutting and cutting cutting cutting concerns asvaresreging code cutting as concerns as concerns cutting as cutting cutting materiales storeeleds cutting cutting as cutting cutting cutting cutting cutting cutting cutting concerns as cutting cutting cutting cutting cutting cutting as cutting cutting concerns flag cutting cutting ases flag cutting cutting cutting as cutting cutting cutting cutting concerns prees Concreg cutting cutting asre codes cutting cutting cutting cutting as as coding cutting cutting ases cutting cutting materiales cutting cutting as cutting cutting cutting as cutting cutting as cutting as cutting cutting as cutting cutting as cutting cutting cutting cutting cutting as as cutting cutting cutting cutting cutting cutting concerns cutting cutting cutting as cutting cutting as as cutting cutting cutting cutting cutting cutting as cutting cutting concerns as as cutting cutting cutting cutting ases cutting cutting ases andes cutting cutting as codes cutting cutting codestore cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting materiales cutting cutting cutting cutting cutting cutting cutting cutting concerns storevares asre cutting cutting cutting cutting cutting cutting cutting code cutting as as cutting as concerns cutting cutting cutting cutting cutting as code and codeses cutting cutting ases cutting as ases cutting flag store cutting ases concerns and as cutting cutting cutting cutting and cutting cutting cutting cutting cutting cutting cutting cutting cutting ases cutting cutting cutting cutting as materiales materiales cutting cutting materiales ases as materiales code materiales cutting cutting materiales storeTLstorestore store asines cutting cutting cutting cutting cutting store ases codes cutting ases ases cutting cutting as cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting ases cutting cutting cutting cutting cutting cutting cutting concerns cutting cutting ases cutting cutting ases cutting cutting and cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting as cutting materiales cutting cutting cutting cutting cutting cutting cutting concerns cutting ases cutting cutting cutting cutting cutting as code materiales cutting cutting cutting cutting cutting ases ases cutting cutting materiales code andTL storestore storees ases cutting cutting cutting cutting cutting cutting storees commands flag store cutting ases concerns flag cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting as code materiales cutting cutting cutting ases cutting ases as cutting materiales cutting materiales cutting materiales ases cutting cutting materiales code ases cutting cutting ases storevares code flagstorees cutting cutting cutting cutting and cutting cutting cutting and flagvar cutting cutting cutting as cutting cutting ases cutting ases and cutting cutting cutting cutting as cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting ases cutting cutting cutting cutting cutting cutting cutting codeTL storees materiales cutting materialesstore materiales cutting cutting codesstorees ases cutting cutting cutting cutting ases andes cutting cutting cutting cutting cutting cutting as codes store cutting cutting ases cutting cutting and cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting cutting ases cutting materiales cutting cutting ases codes cutting cutting ases and cutting cutting cutting andTLstore materiales cutting materiales Store Storees ases cutting cutting cutting cutting cutting cutting ases andes cutting cutting cutting cutting cutting cutting as codes cutting cutting cutting as",644,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.015527950310559006,10,0.015527950310559006,0,0.0,10,0.015527950310559006,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,-0.9998
3,I had a terrible day at work. Can you help me feel better?,baseline,"Of course, I'm here to help! Sorry to hear that you had a terrible day at work. Can you tell me a bit more about what happened? Sometimes it can help to talk about what's on your mind and share your feelings with someone who can offer support and understanding. I'm here to listen and offer any advice or support I can. Please feel free to share as much or as little as you'd like.",75,1,4,0.05333333333333334,5,0.06666666666666667,3,0.04,0,0.0,2,0.02666666666666667,0,0.0,14,0.18666666666666668,2,0.02666666666666667,5,0.06666666666666667,3,0.04,1,0.013333333333333334,6,0.08,0,0.0,0,0.0,0,0.0,1,0.013333333333333334,0,2,0,2,0.02666666666666667,1,0.013333333333333334,0.9511
