run,agent,topic,social,order
1,hum_2,nature,0,1
1,bot_2,childhood_memories,1,2
1,bot_1,conflict,1,3
1,hum_1,hobbies,1,4
1,hum_2,friendship,1,5
1,hum_1,cars,0,6
1,bot_2,space,0,7
1,bot_1,photography,0,8
2,hum_1,sports,0,1
2,hum_2,exercise,0,2
2,bot_1,books,0,3
2,bot_2,empathy,1,4
2,bot_2,art,0,5
2,hum_1,mentorship,1,6
2,bot_1,networks,1,7
2,hum_2,role_models,1,8
3,bot_2,movies,0,1
3,hum_1,architecture,0,2
3,hum_2,cooking,0,3
3,bot_1,trust,1,4
3,bot_2,love,1,5
3,hum_1,loneliness,1,6
3,bot_1,music,0,7
3,hum_2,cultural_celebrations,1,8
4,hum_2,communication,1,1
4,hum_1,travel,0,2
4,bot_2,work_life,1,3
4,bot_1,teamwork,1,4
4,hum_2,technology,0,5
4,hum_1,forgiveness,1,6
4,bot_2,podcasts,0,7
4,bot_1,seasons,0,8
5,bot_1,social_media,1,1
5,hum_2,boundaries,1,2
5,hum_1,goals,1,3
5,bot_2,family,1,4
5,bot_2,food,0,5
5,hum_2,gardening,0,6
5,hum_1,weather,0,7
5,bot_1,fashion,0,8
