run,agent,topic,social,order
1,bot_1,hobbies,1,1
1,bot_2,cars,0,2
1,hum_2,friendship,1,3
1,hum_1,childhood_memories,1,4
1,hum_1,space,0,5
1,bot_1,photography,0,6
1,hum_2,nature,0,7
1,bot_2,conflict,1,8
2,bot_2,mentorship,1,1
2,hum_2,empathy,1,2
2,hum_1,networks,1,3
2,bot_1,role_models,1,4
2,bot_2,exercise,0,5
2,hum_2,books,0,6
2,bot_1,art,0,7
2,hum_1,sports,0,8
3,bot_2,cooking,0,1
3,hum_2,architecture,0,2
3,bot_1,movies,0,3
3,hum_1,love,1,4
3,bot_2,cultural_celebrations,1,5
3,hum_1,music,0,6
3,hum_2,trust,1,7
3,bot_1,loneliness,1,8
4,hum_2,work_life,1,1
4,bot_2,technology,0,2
4,bot_1,podcasts,0,3
4,hum_1,communication,1,4
4,bot_2,forgiveness,1,5
4,bot_1,teamwork,1,6
4,hum_1,travel,0,7
4,hum_2,seasons,0,8
5,hum_1,social_media,1,1
5,bot_1,family,1,2
5,bot_2,boundaries,1,3
5,hum_2,goals,1,4
5,hum_1,weather,0,5
5,bot_1,food,0,6
5,bot_2,fashion,0,7
5,hum_2,gardening,0,8
