run,agent,topic,social,order
1,hum_1,photography,0,1
1,bot_1,space,0,2
1,bot_2,nature,0,3
1,hum_2,cars,0,4
1,hum_1,friendship,1,5
1,bot_1,conflict,1,6
1,hum_2,hobbies,1,7
1,bot_2,childhood_memories,1,8
2,hum_1,art,0,1
2,hum_2,empathy,1,2
2,bot_1,mentorship,1,3
2,bot_2,books,0,4
2,hum_2,exercise,0,5
2,hum_1,networks,1,6
2,bot_1,sports,0,7
2,bot_2,role_models,1,8
3,bot_2,architecture,0,1
3,hum_2,trust,1,2
3,hum_1,love,1,3
3,bot_1,cultural_celebrations,1,4
3,hum_2,cooking,0,5
3,bot_2,loneliness,1,6
3,hum_1,music,0,7
3,bot_1,movies,0,8
4,bot_1,podcasts,0,1
4,bot_2,technology,0,2
4,hum_2,travel,0,3
4,hum_1,seasons,0,4
4,hum_2,forgiveness,1,5
4,hum_1,teamwork,1,6
4,bot_2,communication,1,7
4,bot_1,work_life,1,8
5,hum_1,family,1,1
5,hum_2,boundaries,1,2
5,bot_1,goals,1,3
5,bot_2,gardening,0,4
5,bot_1,weather,0,5
5,bot_2,social_media,1,6
5,hum_2,food,0,7
5,hum_1,fashion,0,8
