Subject,bot,hum
s001,3.95,3.9545454545454546
s002,4.0,3.9
s003,3.9,3.9
s004,4.0,4.0
s005,3.7,4.0
s006,3.95,4.0
s007,4.0,3.95
s008,3.9,3.95
s009,4.0,4.0
s010,3.9,3.8
s011,4.0,3.95
s012,4.0,3.95
s013,4.0,3.9
s014,3.95,3.95
s015,3.95,4.0
s016,4.0,3.95
s017,3.95,3.9
s018,3.95,3.85
s019,4.0,3.85
s020,3.95,3.9
s021,4.0,3.95
s022,3.95,3.95
s023,3.85,3.95
s024,3.95,4.0
s025,3.95,4.0
s026,3.9,4.0
s027,4.0,3.9
s028,3.85,3.95
s029,3.95,3.9
s030,3.95,3.9
s031,4.0,3.95
s032,3.95,4.0
s033,4.0,4.0
s034,3.95,3.95
s035,3.95,4.0
s036,3.95,4.0
s037,4.0,3.95
s038,3.95,3.85
s039,3.95,3.85
s040,4.0,4.0
s041,3.95,3.95
s042,4.0,4.0
s043,4.0,3.95
s044,3.95,3.9
s045,4.0,3.9
s046,4.0,4.0
s047,4.0,3.8
s048,3.9,4.0
s049,3.85,3.95
s050,3.95,3.95
