run,agent,topic,social,order
1,hum_1,cars,0,1
1,bot_2,conflict,1,2
1,hum_2,hobbies,1,3
1,bot_1,nature,0,4
1,bot_1,friendship,1,5
1,hum_2,photography,0,6
1,bot_2,space,0,7
1,hum_1,childhood_memories,1,8
2,bot_2,sports,0,1
2,bot_1,empathy,1,2
2,hum_1,exercise,0,3
2,hum_2,networks,1,4
2,hum_2,art,0,5
2,bot_2,mentorship,1,6
2,hum_1,role_models,1,7
2,bot_1,books,0,8
3,bot_2,movies,0,1
3,bot_1,cooking,0,2
3,hum_1,music,0,3
3,hum_2,love,1,4
3,hum_1,loneliness,1,5
3,bot_1,cultural_celebrations,1,6
3,hum_2,architecture,0,7
3,bot_2,trust,1,8
4,bot_1,forgiveness,1,1
4,hum_2,work_life,1,2
4,bot_2,technology,0,3
4,hum_1,communication,1,4
4,bot_1,travel,0,5
4,hum_2,seasons,0,6
4,bot_2,teamwork,1,7
4,hum_1,podcasts,0,8
5,bot_2,goals,1,1
5,hum_2,fashion,0,2
5,bot_1,weather,0,3
5,hum_1,social_media,1,4
5,hum_2,family,1,5
5,bot_1,boundaries,1,6
5,bot_2,gardening,0,7
5,hum_1,food,0,8
