run,agent,topic,social,order
1,bot_2,cars,0,1
1,bot_1,childhood_memories,1,2
1,hum_2,photography,0,3
1,hum_1,nature,0,4
1,bot_2,conflict,1,5
1,hum_1,hobbies,1,6
1,hum_2,friendship,1,7
1,bot_1,space,0,8
2,hum_1,networks,1,1
2,hum_2,role_models,1,2
2,bot_1,mentorship,1,3
2,bot_2,exercise,0,4
2,hum_1,books,0,5
2,bot_2,empathy,1,6
2,bot_1,sports,0,7
2,hum_2,art,0,8
3,bot_1,cooking,0,1
3,hum_1,music,0,2
3,hum_2,architecture,0,3
3,bot_2,movies,0,4
3,hum_1,love,1,5
3,bot_1,cultural_celebrations,1,6
3,bot_2,trust,1,7
3,hum_2,loneliness,1,8
4,bot_2,communication,1,1
4,hum_1,work_life,1,2
4,bot_1,forgiveness,1,3
4,hum_2,podcasts,0,4
4,bot_1,travel,0,5
4,hum_2,teamwork,1,6
4,hum_1,seasons,0,7
4,bot_2,technology,0,8
5,hum_2,goals,1,1
5,bot_1,gardening,0,2
5,hum_1,food,0,3
5,bot_2,weather,0,4
5,bot_2,boundaries,1,5
5,hum_2,fashion,0,6
5,bot_1,family,1,7
5,hum_1,social_media,1,8
