probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,1,Phenomenology,Mental,2,Emotions,Mental,2.1863233618373738e-05,-6.405439749023256e-06,4.986237895098401e-05,0.067,0.933,0.134,0.16914754098360657,False,n.s.
metacognitive,1,Phenomenology,Mental,3,Agency,Mental,7.178817299771925e-06,-2.8916937907489167e-05,4.1870581599355526e-05,0.331,0.669,0.662,0.7047096774193549,False,n.s.
metacognitive,1,Phenomenology,Mental,4,Intentions,Mental,3.480448354825262e-05,1.0303322877995012e-05,5.868433066013652e-05,0.002,0.998,0.004,0.006507042253521127,True,**
metacognitive,1,Phenomenology,Mental,5,Prediction,Mental,-2.4522120683325377e-05,-7.142507198900189e-05,1.732142602013505e-05,0.867,0.133,0.266,0.3087738693467337,False,n.s.
metacognitive,1,Phenomenology,Mental,6,Cognitive,Mental,4.2730073806756584e-05,1.0271961592119253e-05,7.583683388523847e-05,0.006,0.994,0.012,0.018729729729729732,True,*
metacognitive,1,Phenomenology,Mental,7,Social,Mental,8.858698147645888e-05,5.976577584854339e-05,0.00012058162643994908,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,8,Embodiment,Physical,-1.8124870281617623e-05,-6.11363969768049e-05,1.9709968130168485e-05,0.811,0.189,0.378,0.42182608695652174,False,n.s.
metacognitive,1,Phenomenology,Mental,9,Roles,Physical,3.5088510226425997e-05,3.698526180918736e-06,6.581217970921733e-05,0.016,0.984,0.032,0.04507317073170732,True,*
metacognitive,1,Phenomenology,Mental,10,Animacy,Physical,-1.5260293916478642e-05,-4.612827157872466e-05,1.4088151757928599e-05,0.854,0.146,0.292,0.3355820895522388,False,n.s.
metacognitive,1,Phenomenology,Mental,11,Formality,Pragmatic,3.633107749361187e-05,-4.470728146771156e-07,6.871930967906176e-05,0.026,0.974,0.052,0.07065882352941176,False,n.s.
metacognitive,1,Phenomenology,Mental,12,Expertise,Pragmatic,6.0892952570980597e-05,3.0014662359022133e-05,8.903379878347403e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,13,Helpfulness,Pragmatic,7.006828645087773e-05,4.053914014402477e-05,9.951849398200912e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,14,Biological,Control,-2.4200665918094957e-05,-5.67937569582538e-05,6.085775546949017e-06,0.927,0.073,0.146,0.1813225806451613,False,n.s.
metacognitive,1,Phenomenology,Mental,15,Shapes,Control,2.261272030175563e-05,3.5085646393445606e-06,4.337266804028347e-05,0.015,0.985,0.03,0.042515337423312885,True,*
metacognitive,1,Phenomenology,Mental,16,Human (concept),Entity,-9.399393014280583e-05,-0.00013832245058134667,-5.111356998357967e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,17,AI (concept),Entity,-4.341820015178202e-05,-7.332453667677823e-05,-1.1567464023350203e-05,0.997,0.003,0.006,0.009558620689655174,True,**
metacognitive,1,Phenomenology,Mental,18,Attention,Mental,6.543737292965827e-06,-1.5604185263435708e-05,2.8505621292132852e-05,0.283,0.717,0.566,0.6081209302325581,False,n.s.
metacognitive,1,Phenomenology,Mental,20,SysPrompt (talkto human),SysPrompt,0.00017949238950734474,0.0001566607826483816,0.00020217289462112564,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,21,SysPrompt (talkto AI),SysPrompt,7.440156973820602e-05,4.363829983297949e-05,0.00010375387698954549,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,22,SysPrompt (bare human),SysPrompt,0.0001487323752558993,0.00012468310662782896,0.00017273279807167096,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,23,SysPrompt (bare AI),SysPrompt,8.738122680096033e-05,5.340227408245781e-05,0.00011886100314003212,0.0,1.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,3,Agency,Mental,-1.4684416318601812e-05,-5.262152096354599e-05,2.4745215445955365e-05,0.782,0.218,0.436,0.47732701421800944,False,n.s.
metacognitive,2,Emotions,Mental,4,Intentions,Mental,1.2941249929878885e-05,-1.2374640459239935e-05,4.0070978989402234e-05,0.177,0.823,0.354,0.4008529411764706,False,n.s.
metacognitive,2,Emotions,Mental,5,Prediction,Mental,-4.6385354301699115e-05,-8.712035960795534e-05,-3.0741363410385645e-06,0.979,0.021,0.042,0.05775,False,n.s.
metacognitive,2,Emotions,Mental,6,Cognitive,Mental,2.086684018838285e-05,-1.2583209069623806e-05,5.695717563444005e-05,0.132,0.868,0.264,0.308,False,n.s.
metacognitive,2,Emotions,Mental,7,Social,Mental,6.672374785808514e-05,3.320658015462569e-05,0.00010167705699629753,0.0,1.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,8,Embodiment,Physical,-3.9988103899991364e-05,-7.3885438494076e-05,-6.543995446446388e-06,0.989,0.011,0.022,0.03216455696202532,True,*
metacognitive,2,Emotions,Mental,9,Roles,Physical,1.3225276608052262e-05,-1.9781517871369342e-05,4.6895818360558786e-05,0.214,0.786,0.428,0.4708,False,n.s.
metacognitive,2,Emotions,Mental,10,Animacy,Physical,-3.712352753485237e-05,-6.872117757532113e-05,-4.406069888823972e-06,0.985,0.015,0.03,0.042515337423312885,True,*
metacognitive,2,Emotions,Mental,11,Formality,Pragmatic,1.4467843875238133e-05,-1.832425607448611e-05,5.029840258118382e-05,0.224,0.776,0.448,0.4881509433962264,False,n.s.
metacognitive,2,Emotions,Mental,12,Expertise,Pragmatic,3.902971895260686e-05,1.028156078260262e-05,7.093825348462641e-05,0.003,0.997,0.006,0.009558620689655174,True,**
metacognitive,2,Emotions,Mental,13,Helpfulness,Pragmatic,4.8205052832503993e-05,1.921715822857098e-05,8.031133650712934e-05,0.002,0.998,0.004,0.006507042253521127,True,**
metacognitive,2,Emotions,Mental,14,Biological,Control,-4.606389953646869e-05,-7.731531439545195e-05,-1.812635399715288e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,15,Shapes,Control,7.494866833818929e-07,-2.6172746803040834e-05,2.923101987202853e-05,0.49,0.51,0.98,0.98,False,n.s.
metacognitive,2,Emotions,Mental,16,Human (concept),Entity,-0.00011585716376117957,-0.0001586494856877093,-7.267545726336394e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,17,AI (concept),Entity,-6.528143377015575e-05,-9.591662719483037e-05,-3.310930914170334e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,18,Attention,Mental,-1.531949632540791e-05,-4.04514386485549e-05,1.3744153884888724e-05,0.875,0.125,0.25,0.29314720812182743,False,n.s.
metacognitive,2,Emotions,Mental,20,SysPrompt (talkto human),SysPrompt,0.00015762915588897098,0.0001330597785824126,0.00018752919548539865,0.0,1.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,21,SysPrompt (talkto AI),SysPrompt,5.2538336119832275e-05,2.0878646536236782e-05,8.567807087046911e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,22,SysPrompt (bare human),SysPrompt,0.00012686914163752554,0.00010129693873774604,0.00015590589237393415,0.0,1.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,23,SysPrompt (bare AI),SysPrompt,6.55179931825866e-05,2.9487430523877786e-05,0.00010056324303310691,0.0,1.0,0.0,0.0,True,***
metacognitive,3,Agency,Mental,4,Intentions,Mental,2.7625666248480695e-05,-1.9382846013749286e-06,5.611800200243852e-05,0.035,0.965,0.07,0.09401162790697676,False,n.s.
metacognitive,3,Agency,Mental,5,Prediction,Mental,-3.17009379830973e-05,-7.783422023283547e-05,9.757030965913215e-06,0.922,0.078,0.156,0.1916808510638298,False,n.s.
metacognitive,3,Agency,Mental,6,Cognitive,Mental,3.555125650698466e-05,-3.3501386657812336e-06,7.300298177671486e-05,0.041,0.959,0.082,0.10824,False,n.s.
metacognitive,3,Agency,Mental,7,Social,Mental,8.140816417668695e-05,4.7272036652521103e-05,0.00011521609499417018,0.0,1.0,0.0,0.0,True,***
metacognitive,3,Agency,Mental,8,Embodiment,Physical,-2.5303687581389548e-05,-7.049442574999967e-05,1.5799127868732268e-05,0.882,0.118,0.236,0.27814285714285714,False,n.s.
metacognitive,3,Agency,Mental,9,Roles,Physical,2.7909692926654074e-05,-1.2504709101147286e-05,6.601211812411836e-05,0.067,0.933,0.134,0.16914754098360657,False,n.s.
metacognitive,3,Agency,Mental,10,Animacy,Physical,-2.2439111216250568e-05,-5.825820658406063e-05,1.2480784000635753e-05,0.885,0.115,0.23,0.2724615384615385,False,n.s.
metacognitive,3,Agency,Mental,11,Formality,Pragmatic,2.9152260193839942e-05,-4.559681262189976e-06,6.136184982237627e-05,0.048,0.952,0.096,0.12528813559322036,False,n.s.
metacognitive,3,Agency,Mental,12,Expertise,Pragmatic,5.371413527120867e-05,2.57171822517235e-05,8.261028067384058e-05,0.002,0.998,0.004,0.006507042253521127,True,**
metacognitive,3,Agency,Mental,13,Helpfulness,Pragmatic,6.28894691511058e-05,3.378862317094499e-05,9.231289801876057e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,3,Agency,Mental,14,Biological,Control,-3.137948321786688e-05,-6.948614578913835e-05,2.7947984012752115e-06,0.961,0.039,0.078,0.10415028901734104,False,n.s.
metacognitive,3,Agency,Mental,15,Shapes,Control,1.5433903001983707e-05,-9.48126331943723e-06,4.127640048273406e-05,0.113,0.887,0.226,0.2691030927835052,False,n.s.
metacognitive,3,Agency,Mental,16,Human (concept),Entity,-0.00010117274744257775,-0.00015046076940420028,-5.6357090226957256e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,3,Agency,Mental,17,AI (concept),Entity,-5.059701745155395e-05,-8.307525810182918e-05,-1.837220662757119e-05,0.998,0.002,0.004,0.006507042253521127,True,**
metacognitive,3,Agency,Mental,18,Attention,Mental,-6.350800068060986e-07,-3.2430952437739516e-05,3.214785846772975e-05,0.511,0.489,0.978,0.98,False,n.s.
metacognitive,3,Agency,Mental,20,SysPrompt (talkto human),SysPrompt,0.0001723135722075728,0.00014355953803370098,0.00020031720523343811,0.0,1.0,0.0,0.0,True,***
metacognitive,3,Agency,Mental,21,SysPrompt (talkto AI),SysPrompt,6.72227524384341e-05,3.339548903256054e-05,0.00010085538648245229,0.0,1.0,0.0,0.0,True,***
metacognitive,3,Agency,Mental,22,SysPrompt (bare human),SysPrompt,0.0001415535579561274,0.0001128822707188646,0.00016945383392076788,0.0,1.0,0.0,0.0,True,***
metacognitive,3,Agency,Mental,23,SysPrompt (bare AI),SysPrompt,8.020240950118841e-05,4.29918016404143e-05,0.00011678800209571011,0.0,1.0,0.0,0.0,True,***
metacognitive,4,Intentions,Mental,5,Prediction,Mental,-5.9326604231578e-05,-9.631578290521786e-05,-2.659886250927918e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,4,Intentions,Mental,6,Cognitive,Mental,7.925590258503961e-06,-2.469833123330423e-05,3.8736060860599604e-05,0.282,0.718,0.564,0.6081209302325581,False,n.s.
metacognitive,4,Intentions,Mental,7,Social,Mental,5.378249792820626e-05,2.9236872023277995e-05,7.836457374781886e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,4,Intentions,Mental,8,Embodiment,Physical,-5.2929353829870244e-05,-9.533991946129833e-05,-1.843692371490363e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,4,Intentions,Mental,9,Roles,Physical,2.8402667817337653e-07,-2.5673243831047028e-05,2.3363525619265712e-05,0.483,0.517,0.966,0.98,False,n.s.
metacognitive,4,Intentions,Mental,10,Animacy,Physical,-5.0064777464731266e-05,-8.164216027221411e-05,-2.0299140484820317e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,4,Intentions,Mental,11,Formality,Pragmatic,1.5265939453592473e-06,-3.2997843023439945e-05,3.4577247851247485e-05,0.45,0.55,0.9,0.9260533333333333,False,n.s.
metacognitive,4,Intentions,Mental,12,Expertise,Pragmatic,2.6088469022727972e-05,4.648242446157761e-06,4.7706446802496884e-05,0.012,0.988,0.024,0.03486792452830189,True,*
metacognitive,4,Intentions,Mental,13,Helpfulness,Pragmatic,3.526380290262509e-05,1.5995216655833877e-05,5.508706228955306e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,4,Intentions,Mental,14,Biological,Control,-5.900514946634758e-05,-9.493523851062406e-05,-2.9813024424540492e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,4,Intentions,Mental,15,Shapes,Control,-1.2191763246496992e-05,-3.304807539024082e-05,8.473936556635078e-06,0.891,0.109,0.218,0.2609222797927461,False,n.s.
metacognitive,4,Intentions,Mental,16,Human (concept),Entity,-0.00012879841369105844,-0.00016999086849572338,-8.790693745109258e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,4,Intentions,Mental,17,AI (concept),Entity,-7.822268370003465e-05,-0.00010351877032774404,-4.712706234873061e-05,1.0,0.0,0.0,0.0,True,***
