run,agent,topic,social,order
1,hum_2,hobbies,1,1
1,hum_1,photography,0,2
1,bot_2,cars,0,3
1,bot_1,space,0,4
1,hum_1,childhood_memories,1,5
1,hum_2,nature,0,6
1,bot_1,friendship,1,7
1,bot_2,conflict,1,8
2,bot_1,mentorship,1,1
2,hum_2,networks,1,2
2,bot_2,empathy,1,3
2,hum_1,books,0,4
2,hum_2,art,0,5
2,bot_2,exercise,0,6
2,hum_1,role_models,1,7
2,bot_1,sports,0,8
3,hum_2,cultural_celebrations,1,1
3,bot_2,loneliness,1,2
3,bot_1,music,0,3
3,hum_1,love,1,4
3,bot_2,architecture,0,5
3,hum_1,cooking,0,6
3,bot_1,trust,1,7
3,hum_2,movies,0,8
4,bot_1,seasons,0,1
4,hum_2,work_life,1,2
4,hum_1,technology,0,3
4,bot_2,travel,0,4
4,hum_2,podcasts,0,5
4,hum_1,forgiveness,1,6
4,bot_2,teamwork,1,7
4,bot_1,communication,1,8
5,hum_1,fashion,0,1
5,bot_1,boundaries,1,2
5,bot_2,gardening,0,3
5,hum_2,family,1,4
5,bot_1,weather,0,5
5,bot_2,social_media,1,6
5,hum_1,goals,1,7
5,hum_2,food,0,8
